ID	NAMES	KEGG	EQUATION	ECs
R02411	1-alpha-D-Galactosyl-myo-inositol:sucrose 6-alpha-D-galactosyltransferase	R02411	C01235[0] + C00089[0] <=> C00137[0] + C00492[0]	2.4.1.82
R02412	ATP:shikimate 3-phosphotransferase	R02412	C00002[0] + C00493[0] <=> C00008[0] + C03175[0]	2.7.1.71
R02413	Shikimate:NADP+ 3-oxidoreductase	R02413	C00493[0] + C00006[0] <=> C02637[0] + C00005[0] + C00080[0]	1.1.1.25|1.1.1.282
R02415	Shikimate:pyrroloquinoline-quinone 3-oxidoreductase	R02415	C00493[0] + C00113[0] <=> C02637[0] + C01359[0]	1.1.5.8
R02416	4-Coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase	R02416	C00223[0] + C00493[0] <=> C00010[0] + C02947[0]	2.3.1.133
R02417	questin,NADPH:oxygen oxidoreductase (hydroxylating, anthraquinone-ring-opening)	R02417	C01448[0] + C00007[0] + C00005[0] + C00080[0] <=> C15504[0] + C00006[0]	1.14.13.43
R02418	Ubiquitin-C-terminal-thiolester hydrolase	R02418	C04090[0] + C00001[0] <=> C00496[0] + C00145[0]	3.1.2.15
R02419	(R)-Malate hydro-lyase	R02419	C00497[0] <=> C01384[0] + C00001[0]	4.2.1.31
R02420	ADPglucose:protein 4-alpha-D-glucosyltransferase	R02420	C00498[0] + C00017[0] <=> C00008[0] + C01140[0]	2.4.1.113
R02421	ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase	R02421	C00498[0] + C00718[0] <=> C00008[0] + C00718[0]	2.4.1.21
R02422	Allantoate amidinohydrolase	R02422	C00499[0] + C00001[0] <=> C00603[0] + C00086[0]	3.5.3.4
R02423	allantoate amidinohydrolase (decarboxylating)	R02423	C00499[0] + C00001[0] <=> C02091[0] + C00014[0] + C00011[0]	3.5.3.9
R02425	(S)-allantoin amidohydrolase	R02425	C02350[0] + C00001[0] <=> C00499[0]	3.5.2.5
R02426	CDPglucose 4,6-hydro-lyase	R02426	C00501[0] <=> C01219[0] + C00001[0]	4.2.1.45
R02427	D-Xylonolactone lactonohydrolase	R02427	C02266[0] + C00001[0] <=> C00502[0]	3.1.1.68
R02428	D-Xylono-1,4-lactone lactonohydrolase	R02428	C02753[0] + C00001[0] <=> C00502[0]	3.1.1.68
R02429	D-Xylonate hydro-lyase	R02429	C00502[0] <=> C03826[0] + C00001[0]	4.2.1.82
R02430	ATP:erythritol 4-phosphotransferase	R02430	C00002[0] + C00503[0] <=> C00008[0] + C03494[0]	2.7.1.27
R02432	NTP:gentamicin 2''-nucleotidyltransferase	R02432	C00201[0] + C00505[0] <=> C00013[0] + C03565[0]	2.7.7.46
R02433	L-cysteate:2-oxoglutarate aminotransferase	R02433	C00506[0] + C00026[0] <=> C05528[0] + C00025[0]	2.6.1.1
R02434		R02434	C00506[0] + C00004[0] + C00080[0] <=> C00606[0] + C00001[0] + C00003[0]	null
R02436	Quercitrin 3-L-rhamnohydrolase	R02436	C01750[0] + C00001[0] <=> C00507[0] + C00389[0]	3.2.1.66
R02437	L-Rhamnose ketol-isomerase	R02437	C00507[0] <=> C00861[0]	5.3.1.14
R02438		R02438	C00507[0] <=> C02431[0]	null
R02439	ATP:L-ribulose 5-phosphotransferase	R02439	C00002[0] + C00508[0] <=> C00008[0] + C01101[0]	2.7.1.16
R02441	L-Arabitol:NAD+ 2-oxidoreductase (L-ribulose-forming)	R02441	C00532[0] + C00003[0] <=> C00508[0] + C00004[0] + C00080[0]	1.1.1.13
R02442	naringenin,NADPH:oxygen oxidoreductase (3'-hydroxylating)	R02442	C00509[0] + C00005[0] + C00080[0] + C00007[0] <=> C05631[0] + C00006[0] + C00001[0]	1.14.13.21|1.14.13.88
R02444	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	R02444	C00509[0] + C00026[0] + C00007[0] <=> C00974[0] + C00042[0] + C00011[0]	1.14.11.9
R02445	flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)	R02445	C00509[0] + C00026[0] + C00007[0] <=> C01477[0] + C00042[0] + C00011[0] + C00001[0]	1.14.11.22
R02446	flavanone lyase (decyclizing)	R02446	C00509[0] <=> C06561[0]	5.5.1.6
R02447	malonyl-CoA:benzoyl-CoA malonyltransferase (2,4,6-trihydroxybenzophenone-forming)	R02447	(3) C00083[0] + C00512[0] <=> (4) C00010[0] + C06356[0] + (3) C00011[0]	2.3.1.151|2.3.1.220
R02449	benzoyl-CoA,NADPH:oxygen oxidoreductase (3-hydroxylating)	R02449	C00512[0] + C00007[0] + C00005[0] + C00080[0] <=> C05195[0] + C00006[0] + C00001[0]	1.14.13.58
R02450	phenylglyoxylate:NAD+ oxidoreductase (CoA benzoylating)	R02450	C02137[0] + C00010[0] + C00003[0] <=> C00512[0] + C00011[0] + C00004[0] + C00080[0]	1.2.1.58
R02451	cyclohexa-1,5-diene-1-carbonyl-CoA:ferredoxin oxidoreductase (aromatizing, ATP-forming)	R02451	C00512[0] + C00138[0] + (2) C00002[0] + (2) C00001[0] <=> C06322[0] + C00139[0] + (2) C00009[0] + (2) C00008[0]	1.3.7.8
R02452	Benzoyl-CoA:glycine N-benzoyltransferase	R02452	C00512[0] + C00037[0] <=> C00010[0] + C01586[0]	2.3.1.71
R02453	Benzoyl-CoA:anthranilate N-benzoyltransferase	R02453	C00512[0] + C00108[0] <=> C00010[0] + C03141[0]	2.3.1.144
R02454	D-Mannonate:NAD+ 5-oxidoreductase	R02454	C00514[0] + C00003[0] <=> C00905[0] + C00004[0] + C00080[0]	1.1.1.57
R02455	D-Mannonate:NAD+ 6-oxidoreductase	R02455	C00514[0] + C00003[0] <=> C02024[0] + C00004[0] + C00080[0]	1.1.1.131
R02456	D-Mannonate:NADP+ 6-oxidoreductase	R02456	C00514[0] + C00006[0] <=> C02024[0] + C00005[0] + C00080[0]	1.1.1.131
R02457	D-Ornithine:oxygen oxidoreductase (deaminating)	R02457	C00515[0] + C00001[0] + C00007[0] <=> C01110[0] + C00014[0] + C00027[0]	1.4.3.3
R02458	D-Arginine amidinohydrolase	R02458	C00792[0] + C00001[0] <=> C00515[0] + C00086[0]	3.5.3.10
R02459	D-Ornithine:2-oxoglutarate aminotransferase	R02459	C00515[0] + C00161[0] <=> C01110[0] + C00405[0]	2.6.1.21
R02460	Bacitracin synthetase 2	R02460	C00515[0] <=> C01667[0]	null
R02461	D-ornithine 4,5-aminomutase	R02461	C00515[0] <=> C03943[0]	5.4.3.5
R02462	Hexadecanol:NAD+ oxidoreductase	R02462	C00823[0] + C00003[0] <=> C00517[0] + C00004[0] + C00080[0]	1.1.1.164|1.1.1.192
R02463	hexadecanal:NADP+ delta2-oxidoreductase	R02463	C00517[0] + C00006[0] <=> C06123[0] + C00005[0] + C00080[0]	1.3.1.27
R02464	Sphinganine-1-phosphate pamlmitaldehyde-lyase	R02464	C01120[0] <=> C00346[0] + C00517[0]	4.1.2.27
R02465	Hyaluronate lyase	R02465	C00518[0] <=> C04794[0]	4.2.2.1
R02466	3-Sulfino-L-alanine carboxy-lyase	R02466	C00606[0] <=> C00519[0] + C00011[0]	4.1.1.15|4.1.1.29
R02467	Cysteamine:oxygen oxidoreductase	R02467	C01678[0] + C00007[0] <=> C00519[0]	1.13.11.19
R02468	(-)-Limonene,NADPH:oxygen oxidoreductase (6-hydroxylating)	R02468	C00521[0] + C00007[0] + C00005[0] + C00080[0] <=> C00964[0] + C00006[0] + C00001[0]	1.14.13.48
R02469	(-)-limonene,NADPH:oxygen oxidoreductase (3-hydroxylating)	R02469	C00521[0] + C00007[0] + C00005[0] + C00080[0] <=> C01123[0] + C00006[0] + C00001[0]	1.14.13.47
R02470	(-)-Limonene,NADPH:oxygen oxidoreductase (7-hydroxylating)	R02470	C00521[0] + C00007[0] + C00005[0] + C00080[0] <=> C02452[0] + C00006[0] + C00001[0]	1.14.13.49
R02471		R02471	C00522[0] + C00003[0] <=> C01053[0] + C00004[0] + C00080[0]	1.1.1.106
R02472	(R)-Pantoate:NADP+ 2-oxidoreductase	R02472	C00522[0] + C00006[0] <=> C00966[0] + C00005[0] + C00080[0]	1.1.1.169
R02473	(R)-Pantoate:beta-alanine ligase (AMP-forming)	R02473	C00002[0] + C00522[0] + C00099[0] <=> C00020[0] + C00013[0] + C00864[0]	6.3.2.1
R02474	Pantothenate amidohydrolase	R02474	C00864[0] + C00001[0] <=> C00522[0] + C00099[0]	3.5.1.22
R02476	Androsterone:NAD+ oxidoreductase	R02476	C00523[0] + C00003[0] <=> C00674[0] + C00004[0] + C00080[0]	1.1.1.50|1.1.1.209|1.1.1.213
R02477	Androsterone:NADP+ oxidoreductase	R02477	C00523[0] + C00006[0] <=> C00674[0] + C00005[0] + C00080[0]	1.1.1.50|1.1.1.209|1.1.1.213
R02478	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	R02478	C00523[0] + C00167[0] <=> C11135[0] + C00015[0]	2.4.1.17
R02480	Cytochrome c apocytochrome-c-lyase	R02480	C00524[0] <=> C02248[0] + C00032[0]	4.4.1.17
R02481	Acetyl-CoA:D-tryptophan N-acetyltransferase	R02481	C00024[0] + C00525[0] <=> C00010[0] + C03137[0]	2.3.1.34
R02482	Malonyl-CoA:D-tryptophan N-malonyltransferase	R02482	C00083[0] + C00525[0] <=> C00010[0] + C03414[0]	2.3.1.112
R02484	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase|deoxyuridine:orthophosphate ribosyltransferase	R02484	C00526[0] + C00009[0] <=> C00106[0] + C00672[0]	2.4.2.1|2.4.2.2|2.4.2.3|2.4.2.4
R02485	deoxycytidine aminohydrolase	R02485	C00881[0] + C00001[0] <=> C00526[0] + C00014[0]	3.5.4.5
R02486	2-Deoxyuridine,2-Oxoglutarate:oxygen oxidoreductase (1'-hydroxylating)	R02486	C00526[0] + C00026[0] + C00007[0] <=> C02674[0] + C00106[0] + C00042[0] + C00011[0]	1.14.11.10
R02487	glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)	R02487	C00527[0] + C00016[0] <=> C01352[0] + C00877[0] + C00011[0]	1.3.8.6
R02488	glutaryl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase (decarboxylating)	R02488	C00527[0] + C04253[0] <=> C00877[0] + C04570[0] + C00011[0]	1.3.8.6
R02489	Gentisate carboxy-lyase	R02489	C00628[0] <=> C00530[0] + C00011[0]	4.1.1.62
R02490	Citramalyl-CoA hydro-lyase	R02490	C00904[0] <=> C00531[0] + C00001[0]	4.2.1.56
R02491	(3S)-citramalyl-CoA hydro-lyase (itaconyl-CoA-forming)	R02491	C01011[0] <=> C00531[0] + C00001[0]	4.2.1.56
R02492	nitrous-oxide:NAD+ oxidoreductase	R02492	(2) C00533[0] + C00004[0] + C00080[0] <=> C00887[0] + C00003[0] + C00001[0]	1.7.1.14
R02493	ATP:pyridoxal 5'-phosphotransferase	R02493	C00002[0] + C00534[0] <=> C00008[0] + C00647[0]	2.7.1.35
R02494	pyridoxamine-5'-phosphate phosphohydrolase	R02494	C00534[0] + C00009[0] <=> C00647[0] + C00001[0]	3.1.3.74
R02497	dihydrotestosterone:NADP+ delta4-oxidoreductase	R02497	C03917[0] + C00006[0] <=> C00535[0] + C00005[0] + C00080[0]	1.3.1.22
R02498	5beta-dihydrotestosterone:NADP+ 4,5-oxidoreductase	R02498	C05293[0] + C00006[0] <=> C00535[0] + C00005[0] + C00080[0]	1.3.1.3
R02499	Testosterone delta5-delat4-isomerase|Androst-5-ene-3beta,17beta-diol:NAD+ 3-oxidoreductase	R02499	C00535[0] + C00080[0] + C00004[0] <=> C04295[0] + C00003[0]	1.1.1.145|5.3.3.1
R02501	testosterone,reduced-flavoprotein:oxygen 19-oxidoreductase	R02501	C00535[0] + C03024[0] + C00007[0] <=> C05294[0] + C03161[0] + C00001[0]	1.14.14.14
R02502	17beta-hydroxysteroid UDP-glucuronosyltransferase	R02502	C00535[0] + C00167[0] <=> C11134[0] + C00015[0]	2.4.1.17
R02503	testosterone 7alpha-hydroxylase	R02503	C00535[0] + C03024[0] + C00007[0] <=> C05291[0] + C03161[0] + C00001[0]	1.14.14.1
R02504	Trimetaphosphate hydrolase	R02504	C02466[0] + C00001[0] <=> C00536[0]	3.6.1.2
R02505	Malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing)	R02505	(3) C00083[0] + C00540[0] <=> (4) C00010[0] + C01745[0] + (4) C00011[0]	2.3.1.146
R02506	cinnamaldehyde:NADP+ oxidoreductase (CoA-cinnamoylating)	R02506	C00903[0] + C00010[0] + C00006[0] <=> C00540[0] + C00005[0] + C00080[0]	1.2.1.44
R02508		R02508	C00542[0] + C00042[0] <=> C01118[0] + C00097[0]	2.5.1.48
R02509	N,N-Dimethylformamide amidohydrolase	R02509	C03134[0] + C00001[0] <=> C00543[0] + C00058[0]	3.5.1.56
R02511	trimethylamine:electron-transferring flavoprotein oxidoreductase(demethylating)	R02511	C00565[0] + C00001[0] + C04253[0] <=> C00543[0] + C00067[0] + C04570[0]	1.5.8.2
R02512	Trimethylamine-N-oxide formaldehyde-lyase	R02512	C01104[0] <=> C00543[0] + C00067[0]	4.1.2.32
R02513	Nomega,Nomega'-dimethyl-L-arginine dimethylamidohydrolase	R02513	C03626[0] + C00001[0] <=> C00543[0] + C00327[0]	3.5.3.18
R02514	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (1-hydroxylating)	R02514	C00642[0] + C00007[0] + C00004[0] + C00080[0] <=> C00544[0] + C00003[0] + C00001[0]	1.14.13.18
R02515	3-hydroxyphenylacetate,NADH:oxygen oxidoreductase (6-hydroxylating)	R02515	C05593[0] + C00007[0] + C00004[0] + C00080[0] <=> C00544[0] + C00003[0] + C00001[0]	1.14.13.63
R02516	4-hydroxyphenylacetate,NADPH:oxygen oxidoreductase (1-hydroxylating)	R02516	C00642[0] + C00007[0] + C00005[0] + C00080[0] <=> C00544[0] + C00006[0] + C00001[0]	1.14.13.18
R02517	3-hydroxyphenylacetate,NADPH:oxygen oxidoreductase (6-hydroxylating)	R02517	C05593[0] + C00007[0] + C00005[0] + C00080[0] <=> C00544[0] + C00006[0] + C00001[0]	1.14.13.63
R02518		R02518	C00544[0] + C00007[0] + C00005[0] <=> C05585[0] + C00011[0] + C00006[0] + C00080[0] + C00001[0]	4.1.1.-
R02519	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	R02519	C00544[0] + C00007[0] <=> C01036[0]	1.13.11.5
R02520		R02520	C00544[0] + C00007[0] <=> C05585[0] + C00011[0] + C00001[0]	1.13.12.-
R02521	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	R02521	C01179[0] + C00007[0] <=> C00544[0] + C00011[0]	1.13.11.27
R02522	L-Arabinonate hydro-lyase	R02522	C00545[0] <=> C00684[0] + C00001[0]	4.2.1.25
R02526	L-Arabinono-1,4-lactone lactonohydrolase	R02526	C01114[0] + C00001[0] <=> C00545[0]	3.1.1.15
R02527	(R)-Lactaldehyde:NAD+ oxidoreductase	R02527	C00937[0] + C00003[0] <=> C00546[0] + C00004[0] + C00080[0]	1.1.1.78|1.1.1.79
R02528		R02528	C00546[0] + C00005[0] + C00080[0] <=> C05235[0] + C00006[0]	1.1.1.-
R02529	aminoacetone:oxygen oxidoreductase(deaminating)	R02529	C01888[0] + C00001[0] + C00007[0] <=> C00546[0] + C00014[0] + C00027[0]	1.4.3.4|1.4.3.21
R02530	(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)	R02530	C03451[0] <=> C00051[0] + C00546[0]	4.4.1.5
R02531	Lactaldehyde:NAD+ 1-oxidoreductase	R02531	C05999[0] + C00003[0] <=> C00546[0] + C00004[0] + C00080[0]	1.1.1.21
R02532	4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	R02532	C00547[0] + C00001[0] + C00007[0] <=> C05577[0] + C00014[0] + C00027[0]	1.4.3.4
R02533	S-Adenosyl-L-methionine:phenylethanolamine N-methyltransferase	R02533	C00019[0] + C00547[0] <=> C00021[0] + C00788[0]	2.1.1.28
R02534	S-Adenosyl-L-methionine:catechol O-methyltransferase	R02534	C00019[0] + C00547[0] <=> C00021[0] + C05589[0]	2.1.1.6
R02535	3,4-dihydroxyphenetylamine,ascorbate:oxygen oxidoreductase (beta-hydroxylating)	R02535	C03758[0] + C00072[0] + C00007[0] <=> C00547[0] + C05422[0] + C00001[0]	1.14.17.1
R02536	Phenylacetaldehyde:NAD+ oxidoreductase	R02536	C00601[0] + C00003[0] + C00001[0] <=> C07086[0] + C00004[0] + C00080[0]	1.2.1.5|1.2.1.39
R02537	Aldehyde:NADP+ oxidoreductase	R02537	C00601[0] + C00006[0] + C00001[0] <=> C07086[0] + C00005[0] + C00080[0]	1.2.1.5
R02539	Phenylacetate:CoA ligase	R02539	C00002[0] + C07086[0] + C00010[0] <=> C00020[0] + C00013[0] + C00582[0]	6.2.1.30
R02540	2-phenylacetamide amidohydrolase	R02540	C02505[0] + C00001[0] <=> C07086[0] + C00014[0]	3.5.1.4
R02541	Sphingomyelin cholinephosphohydrolase	R02541	C00550[0] + C00001[0] <=> C00195[0] + C00588[0]	3.1.4.12
R02542	Sphingomyelin ceramide-phosphohydrolase	R02542	C00550[0] + C00001[0] <=> C00114[0] + C02960[0]	3.1.4.41
R02543	Acyl-CoA:sphingosine N-acyltransferase	R02543	C00040[0] + C03640[0] <=> C00010[0] + C00550[0]	2.3.1.24
R02544	meso-tartrate:NAD+ oxidoreductase	R02544	C00552[0] + C00003[0] <=> C00975[0] + C00004[0] + C00080[0]	1.3.1.7
R02545	meso-tartaric acid:NAD+ oxidoreductase	R02545	C00552[0] + C00003[0] <=> C03459[0] + C00004[0] + C00080[0]	1.1.1.93
R02546	(R,R)-Tartrate epimerase	R02546	C00898[0] <=> C00552[0]	5.1.2.5
R02547	trans-2,3-Epoxysuccinate hydrolase	R02547	C03548[0] + C00001[0] <=> C00552[0]	3.3.2.4
R02548	(+)-neomenthol:NADP+ oxidoreductase	R02548	C00553[0] + C00006[0] <=> C00843[0] + C00005[0] + C00080[0]	1.1.1.208
R02549	4-aminobutanal:NAD+ 1-oxidoreductase|4-aminobutyraldehyde:NAD+ oxidoreductase	R02549	C00555[0] + C00003[0] + C00001[0] <=> C00334[0] + C00004[0] + C00080[0]	1.2.1.3|1.2.1.19|1.2.1.-
R02550	toluene, ferredoxin:oxygen oxidoreductase|toluene/o-xylene monooxygenase	R02550	C00556[0] + C00139[0] + C00001[0] <=> C01455[0] + C00007[0] + C00138[0]	1.14.13.-
R02551	N-Benzyloxycarbonylglycine urethanehydrolase	R02551	C03710[0] + C00001[0] <=> C00556[0] + C00011[0] + C00037[0]	3.5.1.58
R02552	N(alpha)-Benzyloxycarbonyl-L-leucine urethanehydrolase	R02552	C04335[0] + C00001[0] <=> C00556[0] + C00011[0] + C00123[0]	3.5.1.64
R02553	Cyclopentanol:NAD+ oxidoreductase	R02553	C02020[0] + C00003[0] <=> C00557[0] + C00004[0] + C00080[0]	1.1.1.163
R02554	cyclopentanone,NADPH:oxygen oxidoreductase (5-hydroxylating, lactonizing)	R02554	C00557[0] + C00007[0] + C00005[0] + C00080[0] <=> C02240[0] + C00006[0] + C00001[0]	1.14.13.16
R02555	D-Altronate:NAD+ 3-oxidoreductase	R02555	C00817[0] + C00003[0] <=> C00558[0] + C00004[0] + C00080[0]	1.1.1.58
R02556	Deoxyadenosine aminohydrolase	R02556	C00559[0] + C00001[0] <=> C05512[0] + C00014[0]	3.5.4.4
R02557	Deoxyadenosine:orthophosphate ribosyltransferase	R02557	C00559[0] + C00009[0] <=> C00147[0] + C00672[0]	2.4.2.1
R02558	(R)-Prunasin beta-D-glucohydrolase	R02558	C00844[0] + C00001[0] <=> C00561[0] + C00031[0]	3.2.1.21|3.2.1.118
R02559	NADH:trimethylamine-N-oxide oxidoreductase	R02559	C00565[0] + C00003[0] + C00001[0] <=> C01104[0] + C00004[0] + C00080[0]	1.6.6.9
R02560	NADH:trimethylamine-N-oxide oxidoreductase	R02560	C00565[0] + C00016[0] + C00001[0] <=> C01352[0] + C01104[0]	1.6.6.9
R02561	4-aminobenzoate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	R02561	C00568[0] + C00007[0] + C00004[0] + C00080[0] <=> C02372[0] + C00011[0] + C00003[0] + C00001[0]	1.14.13.27
R02562	4-aminobenzoate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)	R02562	C00568[0] + C00007[0] + C00005[0] + C00080[0] <=> C02372[0] + C00011[0] + C00006[0] + C00001[0]	1.14.13.27
R02563	CDPethanolamine:L-serine ethanolaminephosphotransferase	R02563	C00570[0] + C00065[0] <=> C00055[0] + C03872[0]	2.7.8.4
R02564	Cyclohexylsulfamate sulfohydrolase	R02564	C02824[0] + C00001[0] <=> C00571[0] + C00059[0]	3.10.1.2
R02565	p-cumic alcohol:NAD+ oxidoreductase	R02565	C00576[0] + C00003[0] + C00001[0] <=> C00719[0] + C00004[0] + (2) C00080[0]	1.2.1.8
R02566	p-Cumic alcohol:NADP+ oxidoreductase	R02566	C00576[0] + C00006[0] + C00001[0] <=> C00719[0] + C00005[0] + (2) C00080[0]	1.2.1.8
R02568	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	R02568	C01094[0] <=> C00111[0] + C00577[0]	4.1.2.13
R02569	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase	R02569	C00024[0] + C15973[0] <=> C00010[0] + C16255[0]	2.3.1.12
R02570	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase	R02570	C00091[0] + C15973[0] <=> C00010[0] + C16254[0]	2.3.1.61
R02571	Glutaryl-CoA:dihydrolipoamide S-succinyltransferase	R02571	C00527[0] + C15973[0] <=> C00010[0] + C06157[0]	2.3.1.61
R02572	S-Adenosyl-L-methionine:dimethyl-sulfide S-methyltransferase	R02572	C00019[0] + C00580[0] <=> C00021[0] + C01008[0]	2.1.1.96
R02573	Trimethylsulfonium:tetrahydrofolate N-methyltransferase	R02573	C01008[0] + C00101[0] <=> C00580[0] + C00440[0]	2.1.1.19
R02574	S,S-Dimethyl-beta-propiothetin dimethyl-sulfide-lyase	R02574	C04022[0] <=> C00580[0] + C00511[0]	4.4.1.3
R02575	ATP:guanidoacetate N-phosphotransferase	R02575	C00002[0] + C00581[0] <=> C00008[0] + C03166[0]	2.7.3.1
R02576	Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	R02576	C00582[0] + C00064[0] <=> C00010[0] + C04148[0]	2.3.1.14
R02577	Propane-1,2-diol:NAD+ 1-oxidoreductase	R02577	C00583[0] + C00006[0] <=> C05999[0] + C00005[0] + C00080[0]	1.1.1.21
R02580	(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate:NAD+15-oxidoreductase	R02580	C00584[0] + C00003[0] <=> C04707[0] + C00004[0] + C00080[0]	1.1.1.141
R02581	(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase|Prostaglandin F2alpha:NADP+ oxidoreductase	R02581	C00639[0] + C00006[0] <=> C00584[0] + C00005[0] + C00080[0]	1.1.1.184|1.1.1.189
R02583		R02583	C00584[0] <=> C05953[0] + C00001[0]	null
R02584	ATP:[protein]-L-tyrosine O-phosphotransferase	R02584	C00002[0] + C00585[0] <=> C00008[0] + C01167[0]	2.7.10.1|2.7.10.2|2.7.12.1|2.7.12.2
R02585	Protein-tyrosine-phosphate phosphohydrolase	R02585	C01167[0] + C00001[0] <=> C00585[0] + C00009[0]	3.1.3.48
R02586	3'-Phosphoadenylylsulfate:protein-tyrosine O-sulfotransferase	R02586	C00053[0] + C00585[0] <=> C00054[0] + C03721[0]	2.8.2.20
R02587	2-Deoxy-D-glucose 6-phosphate phosphohydrolase	R02587	C06369[0] + C00001[0] <=> C00586[0] + C00009[0]	3.1.3.68
R02588	2-Deoxy-alpha-D-glucoside deoxyglucohydrolase	R02588	C03573[0] + C00001[0] <=> C00069[0] + C00586[0]	3.2.1.112
R02589	3-hydroxybenzoate,NADH:oxygen oxidoreductase (6-hydroxylating)	R02589	C00587[0] + C00007[0] + C00004[0] + C00080[0] <=> C00628[0] + C00003[0] + C00001[0]	1.14.13.24
R02590	CTP:choline-phosphate cytidylyltransferase	R02590	C00063[0] + C06459[0] <=> C00013[0] + C05674[0]	2.7.7.15
R02591	sn-Glycero-3-phosphocholine cholinephosphohydrolase	R02591	C00670[0] + C00001[0] <=> C00116[0] + C00588[0]	3.1.4.38
R02592		R02592	C05680[0] + C10905[0] <=> C06459[0]	null
R02593	coniferyl alcohol:NADP+ oxidoreductase	R02593	C00590[0] + C00006[0] <=> C02666[0] + C00005[0] + C00080[0]	1.1.1.194|1.1.1.195
R02594	UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase	R02594	C00029[0] + C00590[0] <=> C00015[0] + C00761[0]	2.4.1.111
R02595	Coniferin beta-D-glucosidase	R02595	C00761[0] + C00001[0] <=> C00590[0] + C00031[0]	3.2.1.126
R02596	Donor:hydrogen-peroxide oxidoreductase	R02596	C00590[0] <=> C15805[0]	1.11.1.7|1.11.1.21
R02597	N-Acylneuraminate-9-phosphate phosphohydrolase	R02597	C01200[0] + C00001[0] <=> C00591[0] + C00009[0]	3.1.3.29
R02598	CMP-N-acylneuraminate N-acylneuraminohydrolase	R02598	C01064[0] + C00001[0] <=> C00055[0] + C00591[0]	3.1.4.40
R02599	CTP:N-acylneuraminate cytidylyltransferase	R02599	C00063[0] + C00591[0] <=> C00013[0] + C01064[0]	2.7.7.43
R02600	isethionate:NADP+ oxidoreductase	R02600	C00593[0] + C00005[0] + C00080[0] <=> C05123[0] + C00006[0]	1.1.1.313
R02601	4-hydroxy-2-oxopentanoate hydro-lyase (2-oxopent-4-enoate-forming)	R02601	C00596[0] + C00001[0] <=> C03589[0]	4.2.1.80
R02602	4-Oxalocrotonate carboxy-lyase	R02602	C03453[0] <=> C00596[0] + C00011[0]	4.1.1.77
R02603	2-hydroxy-6-oxonona-2,4-diene-1,9-dioate succinylhydrolase	R02603	C00596[0] + C00042[0] <=> C04479[0] + C00001[0]	3.7.1.14
R02604	2-hydroxymuconate-semialdehyde formylhydrolase	R02604	C00596[0] + C00058[0] <=> C00682[0] + C00001[0]	3.7.1.9
R02605	L-2-Amino-4-chloropent-4-enoate chloride-lyase (deaminating)	R02605	C04075[0] + C00001[0] <=> C00596[0] + C00698[0] + C00014[0]	4.5.1.4
R02606	2,6-dioxo-6-phenylhexa-3-enoate benzoylhydrolase	R02606	C01273[0] + C00001[0] <=> C00180[0] + C00596[0]	3.7.1.8
R02609	5beta-Cholestan-3-one:NADP+ 4,5-oxidoreductase	R02609	C03091[0] + C00006[0] <=> C00599[0] + C00005[0] + C00080[0]	1.3.1.3
R02610	5alpha-cholestan-3-one:NADP+ delta4-oxidoreductase	R02610	C03238[0] + C00006[0] <=> C00599[0] + C00005[0] + C00080[0]	1.3.1.22
R02611	Phenylethylalcohol:NAD+ oxidoreductase	R02611	C05853[0] + C00003[0] <=> C00601[0] + C00004[0] + C00080[0]	1.1.1.90
R02612	Phenethylamine:(acceptor) oxidoreductase (deaminating)	R02612	C05332[0] + C00001[0] + C00028[0] <=> C00601[0] + C00014[0] + C00030[0]	1.4.9.2
R02613	Phenethylamine:oxygen oxidoreductase (deaminating)	R02613	C05332[0] + C00007[0] + C00001[0] <=> C00601[0] + C00014[0] + C00027[0]	1.4.3.4|1.4.3.21
