ID	NAMES	METACYC	EQUATION	ECs
RXN-13513	steviolmonoside 2'-O-UDP glucosyltransferase	RXN-13513	CPD-14502[0] + CPD-12575[0] <=> CPD-14503[0] + UDP[0] + PROTON[0]	EC-2.4.1
ALDOSE1EPIM-RXN		ALDOSE1EPIM-RXN	GALACTOSE[0] <=> ALPHA-D-GALACTOSE[0]	EC-5.1.3.3
RXN-9778		RXN-9778	CARBAMOYL-P[0] + N2-SUCCINYLORNITHINE[0] <=> PROTON[0] + Pi[0] + CPD-10483[0]	EC-2.1.3.11
RXN0-6555		RXN0-6555	(2) FE+2[0] + (2) Siderophore[0] + NADP[0] <= (2) Fe3-siderophores[0] + NADPH[0] + PROTON[0]	EC-1.16.1.9
ACECOATRANS-RXN		ACECOATRANS-RXN	Saturated-Fatty-Acyl-CoA[0] + ACET[0] => CPD66-39[0] + ACETYL-COA[0]	EC-2.8.3.8
RXN-14283		RXN-14283	CPD0-1133[0] + WATER[0] => MALTOHEXAOSE[0] + Glucopyranose[0]	EC-3.2.1.20
RXN-15379		RXN-15379	CPD-4753[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-16610[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.70
RXN-13509		RXN-13509	CPD-6948[0] + (3) Red-NADPH-Hemoprotein-Reductases[0] + (3) OXYGEN-MOLECULE[0] => CPD-9459[0] + (3) Ox-NADPH-Hemoprotein-Reductases[0] + (4) WATER[0] + PROTON[0]	EC-1.14.14.126
RXN-17666		RXN-17666	CPD-19059[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] <=> CPD-19060[0] + NADP[0] + WATER[0]	EC-1.14.13.M41
RXN0-366	guanosine hydrolase	RXN0-366	GUANOSINE[0] + WATER[0] <=> D-Ribofuranose[0] + GUANINE[0]	EC-3.2.2.1
RXN-9179		RXN-9179	CPD-9749[0] + CPD-4889[0] + Acceptor[0] <=> CPD-9741[0] + Donor-H2[0]	-
RXN-16032		RXN-16032	PALMITYL-COA[0] + ACYL-SN-GLYCEROL-3P[0] <=> 2-Palmitoyl-L-Phosphatidate[0] + CO-A[0]	EC-2.3.1.51
3.6.3.34-RXN		3.6.3.34-RXN	Fe3-siderophores[1] + WATER[0] + ATP[0] => Fe3-siderophores[0] + Pi[0] + ADP[0] + PROTON[0]	EC-7.2.2.k
RXN-15889		RXN-15889	Apo-EntF[0] + CO-A[0] => Holo-EntF[0] + 3-5-ADP[0] + PROTON[0]	EC-2.7.8.7
RXN-17802		RXN-17802	TusA-L-cysteine-S-thiosulfonates[0] + (3) WATER[0] + Acceptor[0] <=> TusA-L-cysteine[0] + (2) SO3[0] + (3) PROTON[0] + Donor-H2[0]	-
DMK-RXN		DMK-RXN	OCTAPRENYL-DIPHOSPHATE[0] + DIHYDROXYNAPHTHOATE[0] + PROTON[0] => CPD-12115[0] + PPI[0] + CARBON-DIOXIDE[0]	EC-2.5.1.74
RXN-8604		RXN-8604	FARNESYL-PP[0] <=> CPD-8803[0] + PPI[0]	EC-4.2.3.128
TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN		TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN	CPD-664[0] <=> DELTA1-PYRROLINE_2-CARBOXYLATE[0] + WATER[0] + PROTON[0]	EC-4.2.1.77
RXN-19390		RXN-19390	CPD-7658[0] + OXYGEN-MOLECULE[0] + ASCORBATE[0] + PROTON[0] => CPD-9951[0] + L-DEHYDRO-ASCORBATE[0] + WATER[0]	EC-1.14.17.1
RXN-11108		RXN-11108	PROTON[0] + 3-P-SERINE[0] + SO3[0] <=> L-CYSTEATE[0] + Pi[0]	EC-2.5.1.76
RXN-18964		RXN-18964	CPD-7850[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] <=> CPD-17652[0] + WATER[0] + Acceptor[0]	-
RXN-15983		RXN-15983	(3) CPD-12101[0] + (3) GLY[0] + FE+3[0] + (3) ATP[0] <=> CPD0-2241[0] + (3) AMP[0] + (3) PPI[0] + (3) WATER[0] + (6) PROTON[0]	EC-6.3.2
RXN-15994		RXN-15994	Beta-Phycoerythrocyanins-PCB155[0] <= Apo-beta-Phycoerythrocyanins[0] + CPD-17222[0]	EC-4.4.1.30
RXN-10481		RXN-10481	CPD-4211[0] + (2) DELTA3-ISOPENTENYL-PP[0] <=> (2) PPI[0] + CPD-11293[0]	EC-2.5.1.92
3.1.6.14-RXN		3.1.6.14-RXN	Heparan-NAc-Glc-6S[0] + WATER[0] => Heparan-NAc-Glc[0] + SULFATE[0] + PROTON[0]	EC-3.1.6.14
GUANYL-KIN-RXN		GUANYL-KIN-RXN	ATP[0] + GMP[0] <=> ADP[0] + GDP[0]	EC-2.7.4.8
RXN-9554	Petrosel-2-enoyl acyl-carrier-protein reductase|Petrosel-2-enoyl-ACP reductase|Petrosel-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	RXN-9554	Petroselinoyl-ACPs[0] + NADP[0] <=> Petrosel-2-enoyl-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.3.1
1.14.99.15-RXN		1.14.99.15-RXN	OXYGEN-MOLECULE[0] + Donor-H2[0] + CPD-1076[0] => WATER[0] + Acceptor[0] + 4-hydroxybenzoate[0] + FORMALDEHYDE[0]	EC-1.14.99.15
TRANS-RXN-2	K(+)-importing ATPase|Potassium-importing ATPase	TRANS-RXN-2	ATP[0] + WATER[0] + K+[1] => ADP[0] + Pi[0] + PROTON[0] + K+[0]	EC-7.2.2.d
TRANS-RXN-273		TRANS-RXN-273	CPD-14545[0] => CPD-14545[1]	-
RXN-13488		RXN-13488	CPD-14478[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-14479[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.13.147
RXN-19180		RXN-19180	CPD-17309[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] <=> CPD-20675[0] + WATER[0] + Acceptor[0]	-
3.4.24.40-RXN		3.4.24.40-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.24.40
RXN-19779		RXN-19779	ATP[0] + WATER[0] + NA+[0] => ADP[0] + Pi[0] + NA+[1] + PROTON[0]	EC-7.2.2.4
RXN-9526	trans oct-2-enoyl-ACP reductase|trans oct-2-enoyl acyl-carrier-protein reductase|trans oct-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	RXN-9526	Octanoyl-ACPs[0] + NADP[0] <=> 2-Octenoyl-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.3.1.10|EC-1.3.1.39|EC-2.3.1.85|EC-2.3.1.86
RXN-17955		RXN-17955	CPD-19235[0] + WATER[0] => CPD-19236[0] + PPI[0] + PROTON[0]	EC-3.6.1.63
DIAMINOPIMEPIM-RXN		DIAMINOPIMEPIM-RXN	LL-DIAMINOPIMELATE[0] <=> MESO-DIAMINOPIMELATE[0]	EC-5.1.1.7
RXN-13684		RXN-13684	Mercapturates[0] + WATER[0] => S-Substituted-L-Cysteines[0] + ACET[0]	EC-3.5.1.14|EC-3.5.1.114
1.14.13.75-RXN		1.14.13.75-RXN	OXYGEN-MOLECULE[0] + VINORINE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> VOMILENINE[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.14.104
RXN-11348		RXN-11348	(2) CPD-12307[0] <=> PROTON[0] + CPD-12308[0] + UNDECAPRENYL-DIPHOSPHATE[0]	EC-2.4.1.129
THYM-PHOSPH-RXN		THYM-PHOSPH-RXN	Pi[0] + THYMIDINE[0] <=> DEOXY-D-RIBOSE-1-PHOSPHATE[0] + THYMINE[0]	EC-2.4.2.2|EC-2.4.2.4
1.3.1.20-RXN		1.3.1.20-RXN	CPD-289[0] + NADP[0] <= CATECHOL[0] + NADPH[0] + PROTON[0]	EC-1.3.1.20
RXN-8666		RXN-8666	CPD-10474[0] + HYDROGEN-PEROXIDE[0] => CPD-10475[0] + (2) WATER[0]	EC-1.11.1.16
R82-RXN		R82-RXN	CPD-8999[0] <=> PROTON[0] + 2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP[0]	EC-5.3.2.5
RXN-9484		RXN-9484	CPD-10165[0] + NAD[0] <=> PROTON[0] + CPD-10166[0] + NADH[0]	EC-1.1.1.352
RXN-13317	oligosaccharide transferase to O-glycosylate proteins	RXN-13317	CPD-14296[0] + Protein-L-serines[0] <=> Protein-trisaccharide-L-ser[0] + CPD-12461[0] + PROTON[0]	EC-2.4.1
GLUCOSAMINE-N-ACETYLTRANSFERASE-RXN		GLUCOSAMINE-N-ACETYLTRANSFERASE-RXN	GLUCOSAMINE[0] + ACETYL-COA[0] <=> CO-A[0] + N-acetyl-D-glucosamine[0] + PROTON[0]	EC-2.3.1.3
RXN-16949		RXN-16949	CPD-18274[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> CPD-18272[0] + WATER[0] + NAD[0]	EC-1.14.13.24
RXN-15161		RXN-15161	Hpr-pi-phospho-L-histidines[0] + CELLOBIOSE[1] => CPD-507[0] + Hpr-Histidine[0]	EC-2.7.1.205
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN		HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	CPD-2222[0] + NAD[0] <= P-HYDROXY-PHENYLPYRUVATE[0] + NADH[0] + PROTON[0]	EC-1.1.1.110
RXN-15786		RXN-15786	S-ADENOSYLMETHIONINE[0] + CPD-17012[0] <=> CPD-17013[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1
3.6.3.41-RXN		3.6.3.41-RXN	Heme-b[0] + ATP[0] + WATER[0] => Heme-b[1] + ADP[0] + Pi[0] + PROTON[0]	EC-7.6.2.d
3.6.3.16-RXN		3.6.3.16-RXN	ATP[0] + CPD-763[0] + WATER[0] <=> ADP[0] + CPD-763[1] + Pi[0] + PROTON[0]	EC-7.3.2.h
3.5.1.98-RXN		3.5.1.98-RXN	Histone-Acetyl-Lysine[0] + WATER[0] => Histone-L-lysine[0] + ACET[0]	EC-3.5.1.98
AMINOBENZOATE-DECARBOXYLASE-RXN		AMINOBENZOATE-DECARBOXYLASE-RXN	PROTON[0] + P-AMINO-BENZOATE[0] <=> ANILINE[0] + CARBON-DIOXIDE[0]	EC-4.1.1.24
PYRAZIN-RXN		PYRAZIN-RXN	PYRAZINAMIDE[0] + WATER[0] => AMMONIUM[0] + PYRAZINOIC-ACID[0]	EC-3.5.1.4
CHOLINE-SULFOTRANSFERASE-RXN		CHOLINE-SULFOTRANSFERASE-RXN	CHOLINE[0] + PAPS[0] <=> 3-5-ADP[0] + PROTON[0] + CPD-543[0]	EC-2.8.2.6
RXN-16554		RXN-16554	CPD-17809[0] + ACETYL-COA[0] <=> CPD-17810[0] + CO-A[0]	EC-2.3.1
RXN-14631		RXN-14631	CPD-4211[0] + P-HYDROXY-PHENYLPYRUVATE[0] => PPI[0] + CPD-15467[0]	EC-2.5.1.111
RXN3O-117		RXN3O-117	UBIQUINOL-30[0] + Acceptor[0] <=> UBIQUINONE-6[0] + Donor-H2[0]	-
2.6.1.57-RXN		2.6.1.57-RXN	Aromatic-Amino-Acids[0] + 2-KETOGLUTARATE[0] <=> Aromatic-Oxoacids[0] + GLT[0]	EC-2.6.1.57
RXN-19372		RXN-19372	ATP[0] + ALPHA-RIBAZOLE[0] => ALPHA-RIBAZOLE-5-P[0] + ADP[0] + PROTON[0]	EC-2.7.1
RXN-16843		RXN-16843	Propanoyl-ACP[0] + (9) MALONYL-COA[0] + WATER[0] + (8) PROTON[0] <=> CPD-18167[0] + ACP[0] + (9) CO-A[0] + (9) CARBON-DIOXIDE[0]	EC-2.3.1
RXN-1961		RXN-1961	Cytidine-34-tRNAIle2[0] + LYS[0] + ATP[0] => Lysidine-tRNA-Ile2[0] + AMP[0] + PPI[0] + (2) PROTON[0]	EC-6.3.4.19
RXN-18898		RXN-18898	CPD-20263[0] + CPD-20264[0] <=> CPD-12380[0]	-
RXN-15649		RXN-15649	MEVALONATE-DP[0] + PROTON[0] => CPD-10818[0] + CARBON-DIOXIDE[0] + Pi[0]	EC-4.1.1.110
RXN66-483		RXN66-483	2-Me-Branched-234-Sat-FA[0] + CO-A[0] + ATP[0] => 2-Me-Branched-234-Sat-Fatty-Acyl-CoA[0] + PPI[0] + AMP[0]	EC-6.2.1.3
1.2.7.5-RXN		1.2.7.5-RXN	Aldehydes[0] + WATER[0] + (2) Oxidized-ferredoxins[0] <=> Carboxylates[0] + (3) PROTON[0] + (2) Reduced-ferredoxins[0]	EC-1.2.7.5
RXN-19670		RXN-19670	2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE[0] + WATER[0] <=> CPD-3766[0] + PHYTOL[0]	EC-3.7.1
RXN-18897		RXN-18897	CPD-20261[0] <=> CPD-20264[0] + WATER[0] + PROTON[0]	-
RXN-16344		RXN-16344	CPD-17595[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] <=> CPD-8958[0] + SUC[0] + CARBON-DIOXIDE[0] + WATER[0]	EC-1.14.20.8
RXN-16954		RXN-16954	CPD-18277[0] + NAD[0] <=> CPD-18279[0] + PROTON[0] + NADH[0]	EC-1.1.1.90
RXN-9515	crotonyl-[acyl-carrier protein] reductase (NADP)	RXN-9515	Butanoyl-ACPs[0] + NADP[0] <=> Crotonyl-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.3.1.10|EC-1.3.1.39|EC-2.3.1.85|EC-2.3.1.86
METHANOL-OXIDASE-RXN	Methanol oxidase	METHANOL-OXIDASE-RXN	OXYGEN-MOLECULE[0] + METOH[0] <=> HYDROGEN-PEROXIDE[0] + FORMALDEHYDE[0]	EC-1.1.3.13
RXN-17163		RXN-17163	CPD-18554[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-18555[0] + Ox-NADPH-Hemoprotein-Reductases[0] + (2) WATER[0]	EC-1.14.14
RXN-19249		RXN-19249	CPD0-1965[0] + WATER[0] => CPD-20746[0] + D-ALANINE[0] + PROTON[0]	EC-3.4.16.4
RXN-15008		RXN-15008	ACETYL-COA[0] + CROTONATE[0] <=> ACET[0] + CROTONYL-COA[0]	EC-2.8.3
RXN-16320		RXN-16320	(2) CPD-14557[0] => NITROUS-OXIDE[0] + WATER[0]	-
PROPANEDIOL-DEHYDRATASE-RXN		PROPANEDIOL-DEHYDRATASE-RXN	PROPANE-1-2-DIOL[0] <=> WATER[0] + CPD-665[0]	EC-4.2.1.28
RXN-11267		RXN-11267	S-ADENOSYLMETHIONINE[0] + CL-[0] <=> ADENOSYL-HOMO-CYS[0] + CPD-845[0]	EC-2.1.1.165
RXN-15383	beta-amyrin epoxidase	RXN-15383	CPD-6948[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-16620[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14
1.3.1.18-RXN		1.3.1.18-RXN	NAD[0] + CPD-274[0] <=> NADH[0] + CPD-1080[0]	EC-1.3.1.18
RXN-14538		RXN-14538	yW-72[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] => OHyWstar-tRNA[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11.42
RXN0-5141		RXN0-5141	CPD-702[0] + NADP[0] <= CPD-703[0] + NADPH[0] + PROTON[0]	EC-1.1.1.91
RXN-12772		RXN-12772	(2) S-ADENOSYLMETHIONINE[0] + CPD-13781[0] <=> (2) ADENOSYL-HOMO-CYS[0] + CPD-13782[0] + (2) PROTON[0]	EC-2.1.1.235
2.7.1.133-RXN		2.7.1.133-RXN	INOSITOL-1-3-4-TRIPHOSPHATE[0] + ATP[0] <=> PROTON[0] + CPD-505[0] + ADP[0]	EC-2.7.1.159
RXN-13262		RXN-13262	Long-Chain-Aldehydes[0] + OXYGEN-MOLECULE[0] + (2) NADPH[0] + PROTON[0] <=> Alkanes[0] + FORMATE[0] + WATER[0] + (2) NADP[0]	EC-4.1.99.5
RXN-18195		RXN-18195	CPD-19484[0] + WATER[0] <=> CPD-19483[0]	-
METHYLMALONYL-COA-DECARBOXYLASE-RXN		METHYLMALONYL-COA-DECARBOXYLASE-RXN	D-METHYL-MALONYL-COA[0] + PROTON[0] => CARBON-DIOXIDE[0] + PROPIONYL-COA[0]	EC-4.1.1.94
RXN-1061		RXN-1061	PALMITYL-COA[0] + NADPH[0] + OXYGEN-MOLECULE[0] + PROTON[0] => CPD-17621[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-16133		RXN-16133	L-3-HYDROXYACYL-COA[0] + NAD[0] <=> 3-KETOACYL-COA[0] + NADH[0] + PROTON[0]	EC-1.1.1.35
HOMOACONITATE-HYDRATASE-RXN		HOMOACONITATE-HYDRATASE-RXN	HOMO-I-CIT[0] <=> HOMO-CIS-ACONITATE[0] + WATER[0]	EC-4.2.1.36
RXN-12116		RXN-12116	N-Acylphosphatidylethanolamines[0] + WATER[0] => N-Acylethanolamines[0] + L-PHOSPHATIDATE[0] + PROTON[0]	EC-3.1.4.54
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN		BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	CPD-4210[0] + ACETYLSERINE[0] <=> PROTON[0] + ACET[0] + CPD-669[0]	EC-2.5.1.50
2.4.2.38-RXN		2.4.2.38-RXN	UDP-D-XYLOSE[0] + 2-2-N-linked-Glycan[0] => N4-N-ACETYL-BETA-D-GLUCOSAMINYL-X[0] + PROTON[0] + UDP[0]	EC-2.4.2.38
3.2.1.24-RXN		3.2.1.24-RXN	Alpha-D-Mannosides[0] + WATER[0] => CPD-13559[0] + Non-Glycosylated-sugar-Acceptors[0]	EC-3.2.1.24
RXN-8522		RXN-8522	CPD-8711[0] + NADPH[0] + OXYGEN-MOLECULE[0] <=> CPD-8712[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-8531		RXN-8531	PROTON[0] + CPD-8721[0] + NADPH[0] + OXYGEN-MOLECULE[0] <=> CPD-8722[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-17857		RXN-17857	L-methionyl-L-tryptophanyl-Protein[0] + ACETYL-COA[0] => N-Ac-L-methionyl-L-tryptophanyl-Protein[0] + CO-A[0] + PROTON[0]	EC-2.3.1.256
GMKALT-RXN		GMKALT-RXN	ATP[0] + DGMP[0] <=> ADP[0] + DGDP[0]	EC-2.7.4.13|EC-2.7.4.12
RXN-17281		RXN-17281	S-ADENOSYLMETHIONINE[0] + CPD-18683[0] => CPD-18684[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.M15
RXN-12276		RXN-12276	6-Phosphogluco-Amylopectins[0] + WATER[0] <=> CPD-13198[0] + Pi[0]	EC-3.1.3
STROMBINE-DEHYDROGENASE-RXN		STROMBINE-DEHYDROGENASE-RXN	WATER[0] + NAD[0] + CPD-312[0] <= PROTON[0] + NADH[0] + PYRUVATE[0] + GLY[0]	EC-1.5.1.22
1.4.3.20-RXN		1.4.3.20-RXN	LYS[0] + OXYGEN-MOLECULE[0] + WATER[0] => ALLYSINE[0] + HYDROGEN-PEROXIDE[0] + AMMONIUM[0]	EC-1.4.3.20
RXN-7249		RXN-7249	CPD-6743[0] + WATER[0] <=> CPD-6744[0] + Pi[0]	-
RXN-18553		RXN-18553	CPD-19850[0] + ATP[0] => CPD-19851[0] + AMP[0] + PPI[0]	EC-6.1.3.1
RXN-11115		RXN-11115	CYS[0] + ATP[0] + PROTON[0] <=> CPD-12085[0] + PPI[0]	-
RXN-16562		RXN-16562	TETRADECANOYL-COA[0] + (2) NADPH[0] + (2) PROTON[0] <=> CPD-7875[0] + CO-A[0] + (2) NADP[0]	EC-1.2.1.84
RXN-18197		RXN-18197	CPD-19485[0] + ACETYL-COA[0] + WATER[0] <=> CPD-19482[0] + CO-A[0] + PROTON[0]	EC-2.3.3.17
RXN-11575		RXN-11575	FARNESYL-PP[0] + WATER[0] => CPD-8843[0] + PPI[0]	EC-4.2.3.49
2.3.1.165-RXN		2.3.1.165-RXN	ACETYL-COA[0] + (3) MALONYL-COA[0] + NADPH[0] + (3) PROTON[0] <=> CPD-637[0] + (4) CO-A[0] + (3) CARBON-DIOXIDE[0] + NADP[0] + WATER[0]	EC-2.3.1.165
DIMETHUROPORDEHYDROG-RXN		DIMETHUROPORDEHYDROG-RXN	DIHYDROSIROHYDROCHLORIN[0] + NAD[0] => (2) PROTON[0] + SIROHYDROCHLORIN[0] + NADH[0]	EC-1.3.1.76
RXN-7777	apigenin 4'-O-methyltransferase|S-adenosyl-L-methionine:5,7,4'-trihydroxyflavone 4'-O-methyltransferase|flavonoid methyltransferase|flavonoid O-methyltransferase	RXN-7777	S-ADENOSYLMETHIONINE[0] + NARINGENIN-CMPD[0] <=> (2) PROTON[0] + CPD-7080[0] + ADENOSYL-HOMO-CYS[0]	EC-2.1.1.231
RXN-8771		RXN-8771	FMNH2[0] + OXYGEN-MOLECULE[0] <=> DIMETHYLBENZIMIDAZOLE[0] + ERYTHROSE-4P[0] + CPD-15999[0]	EC-1.13.11.79
ACETATE--COA-LIGASE-ADP-FORMING-RXN		ACETATE--COA-LIGASE-ADP-FORMING-RXN	CO-A[0] + ACET[0] + ATP[0] <=> Pi[0] + ACETYL-COA[0] + ADP[0]	EC-6.2.1.13
RXN-15691		RXN-15691	CPD-16907[0] + PROTON[0] <=> DIHYDROMONACOLIN-L[0] + WATER[0]	-
RXN-11537		RXN-11537	CPD-716[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-12498[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14
RXN-16598		RXN-16598	UDP-GLUCURONATE[0] + CPD-17892[0] <=> UDP[0] + CPD-17891[0] + PROTON[0]	EC-2.4.1
RXN-18143		RXN-18143	1-Phosphatidyl-2-O-D-Ala-Glycerol[0] + Non-D-Ala-Teichoic-Acid[0] => L-1-PHOSPHATIDYL-GLYCEROL[0] + Teichoic-Acids[0]	EC-2.3.1.M32
3.2.1.97-RXN		3.2.1.97-RXN	Core1[0] + WATER[0] => CPD-16184[0] + Glycoprotein-L-serine-or-L-threonine[0]	EC-3.2.1.97
RXN-9460		RXN-9460	CPD-10114[0] + (3) OXYGEN-MOLECULE[0] <=> CPD-10115[0]	-
RXN-16901		RXN-16901	CPD-18229[0] + CPD-18228[0] <=> CPD-18230[0] + WATER[0] + PROTON[0]	-
GCVT-RXN		GCVT-RXN	AMINOMETHYLDIHYDROLIPOYL-GCVH[0] + THF-GLU-N[0] <=> DIHYDROLIPOYL-GCVH[0] + METHYLENE-THF-GLU-N[0] + AMMONIUM[0]	EC-2.1.2.10
3.1.4.47-RXN		3.1.4.47-RXN	CPD-1113[0] + PROTON[0] <=> 6-A-D-GLUCOSAMINYL-1D-MYO-INOSITOL-12[0] + DIACYLGLYCEROL[0] + PROTON[0]	EC-4.6.1.14
RXN-14903		RXN-14903	ETR-Quinones[0] + PRO[0] => ETR-Quinols[0] + PROTON[0] + L-DELTA1-PYRROLINE_5-CARBOXYLATE[0]	EC-1.5.5.2
RXN-13963		RXN-13963	CPD-12575[0] + Anthocyanidin-3-O-sambubiosides[0] => Anthocyanidin-5-glucoside-3-sambubioside[0] + UDP[0]	EC-2.4.1.295
RXN-17084	geranylfarnesyl diphosphate synthase	RXN-17084	(3) CPD-4211[0] + (2) DELTA3-ISOPENTENYL-PP[0] <=> ALL-TRANS-PENTAPRENYL-DIPHOSPHATE[0] + (4) PPI[0]	EC-2.5.1
1.8.4.9-RXN		1.8.4.9-RXN	(2) PROTON[0] + SO3[0] + AMP[0] + OXIDIZED-GLUTATHIONE[0] <=> APS[0] + (2) GLUTATHIONE[0]	EC-1.8.4.9
RXN-14707		RXN-14707	DTDP-DEOH-DEOXY-GLUCOSE[0] <=> CPD-15548[0]	EC-5.1.3.27
RETINAL-DEHYDROGENASE-RXN		RETINAL-DEHYDROGENASE-RXN	RETINAL[0] + NAD[0] + WATER[0] => RETINOATE[0] + NADH[0] + (2) PROTON[0]	EC-1.2.1.36
1.14.11.9-RXN		1.14.11.9-RXN	2S-Flavanones[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] => 2R-3R-Dihydroflavonols[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11.9
RXN-11012		RXN-11012	CPD-11972[0] + ATP[0] <=> PROTON[0] + CPD-11968[0] + AMP[0] + PPI[0]	-
RXN-18157		RXN-18157	CPD-19468[0] <=> CYANURIC-ACID[0]	-
TRANS-RXN-356	decanoate export	TRANS-RXN-356	CPD-3617[0] + PROTON[0] => CPD-3617[1] + PROTON[0]	-
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN		RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	Pyrimidine-Nucleosides[0] + WATER[0] + PROTON[0] => Pyrimidine-Bases[0] + D-Ribofuranose[0]	EC-3.2.2.8
RXN-18505		RXN-18505	S-ADENOSYLMETHIONINE[0] + CPD-19835[0] => ADENOSYL-HOMO-CYS[0] + CPD-19834[0] + PROTON[0]	-
RXN-16197		RXN-16197	(2) CPD-9293[0] <=> CPD-9295[0]	-
RXN-17554		RXN-17554	2-KETOGLUTARATE[0] + CPD-18972[0] <=> GLT[0] + CPD-18973[0]	EC-2.6.1.8
RXN1G-1633	trehalose-mono-mycolate O-mycolyltransferase	RXN1G-1633	Mycobacterial-Arabinogalactans[0] + CPD1G-1344[0] <=> CPD1G-1531[0] + TREHALOSE[0]	EC-2.3.1
RXN-13750		RXN-13750	FADH2[0] + NAD-P-OR-NOP[0] <=> FAD[0] + NADH-P-OR-NOP[0] + (2) PROTON[0]	EC-1.5.1.45
RXN-8336		RXN-8336	CPD-676[0] + Light[0] => CPD-8098[0]	EC-5.2.1
RXN-11745	5-fluoro-5-deoxy-d-ribulose-1-phosphate aldolase	RXN-11745	CPD-12707[0] <=> CPD-12708[0] + DIHYDROXY-ACETONE-PHOSPHATE[0]	-
3.4.22.58-RXN		3.4.22.58-RXN	Caspase-5-Substrates[0] + WATER[0] => (2) Peptides-holder[0] + (2) PROTON[0]	EC-3.4.22.58
RXN-16958	HMOG transaminase	RXN-16958	CPD-187[0] + L-Amino-Acids[0] <=> CPD-15319[0] + 2-Oxo-carboxylates[0]	EC-2.6.1
RXN-14016		RXN-14016	CPD1F-130[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> CPD-15032[0] + WATER[0] + NAD[0]	EC-1.14.13
RXN-12253		RXN-12253	CPD-13175[0] + WATER[0] <=> CPD-13172[0] + BENZYL-ALCOHOL[0] + PROTON[0]	EC-4.2.1
TRANS-RXN-262	asparagine:proton symport	TRANS-RXN-262	PROTON[1] + ASN[1] <=> PROTON[0] + ASN[0]	-
DAHPSYN-RXN		DAHPSYN-RXN	PHOSPHO-ENOL-PYRUVATE[0] + ERYTHROSE-4P[0] + WATER[0] <=> 3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P[0] + Pi[0]	EC-2.5.1.54
RXN-10815	2-oxo-3-phenylpropanoate dioxygenase	RXN-10815	PHENYL-PYRUVATE[0] + OXYGEN-MOLECULE[0] <=> CPD-11495[0] + CARBON-DIOXIDE[0]	EC-1.13.11.27
CHOLINE-OXIDASEII-RXN	Betaine aldehyde oxidase	CHOLINE-OXIDASEII-RXN	BETAINE_ALDEHYDE[0] + OXYGEN-MOLECULE[0] + WATER[0] => BETAINE[0] + HYDROGEN-PEROXIDE[0] + PROTON[0]	-
