Original Reaction	Matched Reaction	Original Description	Matched Description	Swapped Compounds	
rxn05126	rxn26069	(1) H2O[0] + (1) NAD[0] + (1) gamma-glutamyl-gamma-butyraldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) gamma-Glutamyl-GABA[0]	(1) H2O[0] + (1) gamma-glutamyl-gamma-butyraldehyde[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) gamma-Glutamyl-GABA[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn05127	rxn26069	(1) H2O[0] + (1) NADP[0] + (1) gamma-glutamyl-gamma-butyraldehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) gamma-Glutamyl-GABA[0]	(1) H2O[0] + (1) gamma-glutamyl-gamma-butyraldehyde[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) gamma-Glutamyl-GABA[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn05130	rxn24188	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Indolin-2-one[0] => (1) H2O[0] + (1) NADP[0] + (1) Dioxindole[0]	(1) O2[0] + (1) H+[0] + (1) Indolin-2-one[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Dioxindole[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn05131	rxn24190	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Dioxindole[0] => (1) H2O[0] + (1) NADP[0] + (1) HBOA[0]	(1) O2[0] + (1) H+[0] + (1) Dioxindole[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) HBOA[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn05132	rxn24192	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) HBOA[0] => (1) H2O[0] + (1) NADP[0] + (1) DIBOA[0]	(1) O2[0] + (1) H+[0] + (1) HBOA[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) DIBOA[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn05732	rxn05956	(1) NAD[0] + (1) Palmitoyl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) (2E)-Hexadecenoyl-CoA[0]	(1) Palmitoyl-CoA[0] + (1) A[0] <= (1) (2E)-Hexadecenoyl-CoA[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn05773	rxn20028	(1) NADH[0] + (2) Ferrileghemoglobin[0] => (1) NAD[0] + (1) H+[0] + (2) Ferroleghemoglobin[0]	(2) Ferrileghemoglobin[0] + (1) NADH-P-OR-NOP[0] <=> (1) H+[0] + (2) Ferroleghemoglobin[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn05775	rxn20028	(1) NADPH[0] + (2) Ferrileghemoglobin[0] => (1) NADP[0] + (1) H+[0] + (2) Ferroleghemoglobin[0]	(2) Ferrileghemoglobin[0] + (1) NADH-P-OR-NOP[0] <=> (1) H+[0] + (2) Ferroleghemoglobin[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn05778	rxn05980	(1) H2O[0] + (1) NAD[0] + (1) alpha-Amino acid[0] => (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 2-Oxo acid[0]	(1) H2O[0] + (1) alpha-Amino acid[0] + (1) A[0] <=> (1) NH3[0] + (1) AH2[0] + (1) 2-Oxo acid[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn05779	rxn05980	(1) H2O[0] + (1) NADP[0] + (1) alpha-Amino acid[0] => (1) NADPH[0] + (1) NH3[0] + (1) H+[0] + (1) 2-Oxo acid[0]	(1) H2O[0] + (1) alpha-Amino acid[0] + (1) A[0] <=> (1) NH3[0] + (1) AH2[0] + (1) 2-Oxo acid[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn05826	rxn05832	(1) NADP[0] + (1) Acyl-CoA[0] <= (1) NADPH[0] + (1) H+[0] + (1) Dehydroacyl-CoA[0]	(1) A[0] + (1) Acyl-CoA[0] <= (1) AH2[0] + (1) Dehydroacyl-CoA[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn05853	rxn05857	(1) H2O[0] + (1) NAD[0] + (1) RCHO[0] <=> (1) NADH[0] + (1) Carboxylic acid[0] + (2) H+[0]	(1) H2O[0] + (1) A[0] + (1) RCHO[0] <=> (1) Carboxylic acid[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn05871	rxn05884	(1) NAD[0] + (1) 1-Alcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) RCHO[0]	(1) 1-Alcohol[0] + (1) A[0] <= (1) AH2[0] + (1) RCHO[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn05873	rxn05884	(1) NADP[0] + (1) 1-Alcohol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) RCHO[0]	(1) 1-Alcohol[0] + (1) A[0] <= (1) AH2[0] + (1) RCHO[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn05887	rxn07201	(1) NAD[0] + (1) H2[0] <=> (1) NADH[0] + (1) H+[0]	(1) A[0] + (1) H2[0] <=> (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn05887	rxn46546	(1) NAD[0] + (1) H2[0] <=> (1) NADH[0] + (1) H+[0]	(1) H2[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn05887	rxn26071	(1) NAD[0] + (1) H2[0] <=> (1) NADH[0] + (1) H+[0]	(1) H2[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn06108	rxn14356	(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0]	(1) A[0] + (1) QH2[0] <= (1) AH2[0] + (1) Q[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn06108	rxn43132	(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0]	(1) NADH[0] + (1) H+[0] + (1) ETR-Quinones[0] <=> (1) NAD[0] + (1) ETR-Quinols[0]	cpd11665:cpd27011;cpd11669:cpd27012	
rxn06108	rxn05796	(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0]	(1) NADH[0] + (1) H+[0] + (1) A[0] <=> (1) NAD[0] + (1) AH2[0]	cpd11665:cpd11610;cpd11669:cpd11609	
rxn06108	rxn17260	(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0]	(1) NADH[0] + (1) H+[0] + (1) Acceptor[0] <=> (1) NAD[0] + (1) Donor-H2[0]	cpd11665:cpd26978;cpd11669:cpd22290	
rxn06108	rxn47364	(1) NAD[0] + (1) QH2[0] <= (1) NADH[0] + (1) H+[0] + (1) Q[0]	(1) H+[0] + (1) ETR-Quinones[0] + (1) NADH-P-OR-NOP[0] <=> (1) ETR-Quinols[0] + (1) NAD-P-OR-NOP[0]	cpd00003:cpd27638;cpd11665:cpd27011;cpd00004:cpd27640;cpd11669:cpd27012	
rxn06109	rxn41717	(1) Succinate[0] + (1) Q[0] <=> (1) Fumarate[0] + (1) QH2[0]	(1) Succinate[0] + (1) ETR-Quinones[0] <=> (1) Fumarate[0] + (1) ETR-Quinols[0]	cpd11669:cpd27012;cpd11665:cpd27011	
rxn06109	rxn05836	(1) Succinate[0] + (1) Q[0] <=> (1) Fumarate[0] + (1) QH2[0]	(1) Succinate[0] + (1) A[0] <= (1) Fumarate[0] + (1) AH2[0]	cpd11669:cpd11609;cpd11665:cpd11610	
rxn06109	rxn27226	(1) Succinate[0] + (1) Q[0] <=> (1) Fumarate[0] + (1) QH2[0]	(1) Succinate[0] + (1) Acceptor[0] <=> (1) Fumarate[0] + (1) Donor-H2[0]	cpd11669:cpd22290;cpd11665:cpd26978	
rxn06110	rxn21509	(1) H+[0] + (1) Nitrate[0] + (1) QH2[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) Q[0]	(1) H+[0] + (1) Nitrate[0] + (1) ETR-Quinols[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) ETR-Quinones[0]	cpd11665:cpd27011;cpd11669:cpd27012	
rxn06110	rxn14358	(1) H+[0] + (1) Nitrate[0] + (1) QH2[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) Q[0]	(1) H2O[0] + (1) Nitrite[0] + (1) A[0] <= (1) Nitrate[0] + (1) AH2[0]	cpd11665:cpd11610;cpd11669:cpd11609	
rxn06110	rxn20280	(1) H+[0] + (1) Nitrate[0] + (1) QH2[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) Q[0]	(1) H2O[0] + (1) Nitrite[0] + (1) Acceptor[0] <=> (1) Nitrate[0] + (1) Donor-H2[0]	cpd11665:cpd26978;cpd11669:cpd22290	
rxn06111	rxn07086	(1) Ubiquinol-6[0] <=> (2) H+[0] + (1) Q[0]	(1) A[0] <=> (1) AH2[0]	cpd15291:cpd11610;cpd11669:cpd11609	
rxn06135	rxn19921	(2) NADH[0] + (3) H+[0] + (1) Malonyl-CoA[0] + (1) strcoa[0] => (1) H2O[0] + (2) NAD[0] + (1) CoA[0] + (1) CO2[0] + (1) Icosanoyl-CoA[0]	(3) H+[0] + (1) Malonyl-CoA[0] + (1) strcoa[0] + (2) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) CoA[0] + (1) CO2[0] + (1) Icosanoyl-CoA[0] + (2) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn06136	rxn19921	(2) NADPH[0] + (3) H+[0] + (1) Malonyl-CoA[0] + (1) strcoa[0] => (1) H2O[0] + (2) NADP[0] + (1) CoA[0] + (1) CO2[0] + (1) Icosanoyl-CoA[0]	(3) H+[0] + (1) Malonyl-CoA[0] + (1) strcoa[0] + (2) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) CoA[0] + (1) CO2[0] + (1) Icosanoyl-CoA[0] + (2) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn06324	rxn21281	(1) L-Ascorbate[0] + (1) Ferricytochrome b5[0] <=> (1) Ascorbate radical[0] + (1) Ferrocytochrome b5[0]	(1) L-Ascorbate[0] + (1) H+[0] + (1) Acceptor[0] <=> (1) Ascorbate radical[0] + (1) Donor-H2[0]	cpd11795:cpd22290;cpd11797:cpd26978	
rxn06416	rxn20007	(1) NAD[0] + (1) L-Glycol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Hydroxycarbonyl compound[0]	(1) L-Glycol[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 2-Hydroxycarbonyl compound[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn06417	rxn20007	(1) NADP[0] + (1) L-Glycol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-Hydroxycarbonyl compound[0]	(1) L-Glycol[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 2-Hydroxycarbonyl compound[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn06692	rxn14356	(1) Q[0] + (1) Reduced electron-transferring flavoprotein[0] => (1) QH2[0] + (1) Electron-transferring flavoprotein[0]	(1) A[0] + (1) QH2[0] <= (1) AH2[0] + (1) Q[0]	cpd12576:cpd11610;cpd12505:cpd11609	
rxn07077	rxn07086	(1) FAD[0] + (2) H+[0] <=> (1) FADH2[0]	(1) A[0] <=> (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn07122	rxn05806	(1) D-Glucose[0] + (1) Q[0] => (1) Gluconolactone[0] + (1) QH2[0]	(1) D-Glucose[0] + (1) A[0] <=> (1) Gluconolactone[0] + (1) AH2[0]	cpd11669:cpd11609;cpd11665:cpd11610	
rxn07122	rxn43580	(1) D-Glucose[0] + (1) Q[0] => (1) Gluconolactone[0] + (1) QH2[0]	(1) D-Glucose[0] + (1) Acceptor[0] <=> (1) Gluconolactone[0] + (1) Donor-H2[0]	cpd11669:cpd22290;cpd11665:cpd26978	
rxn07200	rxn07201	(1) NADP[0] + (1) H2[0] <=> (1) NADPH[0] + (1) H+[0]	(1) A[0] + (1) H2[0] <=> (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn07200	rxn46546	(1) NADP[0] + (1) H2[0] <=> (1) NADPH[0] + (1) H+[0]	(1) H2[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn07200	rxn26071	(1) NADP[0] + (1) H2[0] <=> (1) NADPH[0] + (1) H+[0]	(1) H2[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn07325	rxn26926	(1) NADP[0] + (1) 4alpha-Methylzymosterol-4-carboxylate[0] => (1) NADPH[0] + (1) CO2[0] + (1) 3-Keto-4-methylzymosterol[0]	(1) 4alpha-Methylzymosterol-4-carboxylate[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 3-Keto-4-methylzymosterol[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn07729	rxn40540	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Caffeine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07744	rxn40540	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Caffeine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07745	rxn46029	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	(1) O2[0] + (1) H+[0] + (1) Caffeine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) Theobromine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07746	rxn46029	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	(1) O2[0] + (1) H+[0] + (1) Caffeine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) Theobromine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07747	rxn44936	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Paraxanthine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Paraxanthine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07748	rxn44936	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Paraxanthine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Paraxanthine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07751	rxn43164	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theobromine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theobromine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07752	rxn43164	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theobromine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theobromine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 7-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07755	rxn21901	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 7-Methylxanthine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 7-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07756	rxn21901	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 7-Methylxanthine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 7-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07757	rxn42064	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Methylxanthine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 3-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07758	rxn42064	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Methylxanthine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 3-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07759	rxn22941	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 1-Methylxanthine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 1-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07760	rxn22941	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 1-Methylxanthine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) XAN[0]	(1) O2[0] + (1) H+[0] + (1) 1-Methylxanthine[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) XAN[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07763	rxn44199	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theophylline[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07764	rxn44199	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theophylline[0] + (1) NADH-P-OR-NOP[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07765	rxn22958	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 1-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theophylline[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) 1-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn07766	rxn22958	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 1-Methylxanthine[0]	(1) O2[0] + (1) H+[0] + (1) Theophylline[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Formaldehyde[0] + (1) 1-Methylxanthine[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn07808	rxn42749	(1) NADH[0] + (1) H+[0] + (1) 4-Hydroxylamino-2,6-dinitrotoluene[0] => (1) H2O[0] + (1) NAD[0] + (1) 4-Amino-2,6-dinitrotoluene[0]	(1) H+[0] + (1) 4-Hydroxylamino-2,6-dinitrotoluene[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) 4-Amino-2,6-dinitrotoluene[0] + (1) Acceptor[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn07809	rxn42749	(1) NADPH[0] + (1) H+[0] + (1) 4-Hydroxylamino-2,6-dinitrotoluene[0] => (1) H2O[0] + (1) NADP[0] + (1) 4-Amino-2,6-dinitrotoluene[0]	(1) H+[0] + (1) 4-Hydroxylamino-2,6-dinitrotoluene[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) 4-Amino-2,6-dinitrotoluene[0] + (1) Acceptor[0]	cpd00005:cpd26978;cpd00006:cpd22290	
rxn07833	rxn47525	(1) NADH[0] + (1) H+[0] + (1) 2-Hydroxylamino-4,6-dinitrotoluene[0] => (1) H2O[0] + (1) NAD[0] + (1) 2-Amino-4,6-dinitrotoluene[0]	(1) H+[0] + (1) 2-Hydroxylamino-4,6-dinitrotoluene[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) 2-Amino-4,6-dinitrotoluene[0] + (1) Acceptor[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn07848	rxn23813	(1) NADP[0] + (1) 5,10-Methylenetetrahydromethanopterin[0] <=> (1) NADPH[0] + (1) 5,10-Methenyltetrahydromethanopterin[0]	(1) 5,10-Methylenetetrahydromethanopterin[0] + (1) NAD-P-OR-NOP[0] <=> (1) 5,10-Methenyltetrahydromethanopterin[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn07881	rxn22231	(1) FAD[0] + (1) 5-Methylhex-4-enoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-5-Methylhexa-2,4-dienoyl-CoA[0]	(1) 5-Methylhex-4-enoyl-CoA[0] + (1) Acceptor[0] <=> (1) (2E)-5-Methylhexa-2,4-dienoyl-CoA[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn07883	rxn22232	(1) NAD[0] + (1) 3-Hydroxy-5-methylhex-4-enoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Methyl-3-oxo-4-hexenoyl-CoA[0]	(1) 3-Hydroxy-5-methylhex-4-enoyl-CoA[0] + (1) Acceptor[0] <=> (1) 5-Methyl-3-oxo-4-hexenoyl-CoA[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn07967	rxn19795	(1) NADH[0] + (1) H+[0] + (1) 2-Dehydro-D-gluconate[0] <=> (1) NAD[0] + (1) GLCN[0]	(1) GLCN[0] + (1) Acceptor[0] <=> (1) 2-Dehydro-D-gluconate[0] + (1) Donor-H2[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn07967	rxn06034	(1) NADH[0] + (1) H+[0] + (1) 2-Dehydro-D-gluconate[0] <=> (1) NAD[0] + (1) GLCN[0]	(1) GLCN[0] + (1) A[0] <= (1) 2-Dehydro-D-gluconate[0] + (1) AH2[0]	cpd00004:cpd11610;cpd00003:cpd11609	
rxn08110	rxn25257	(1) H2O[0] + (1) NADP[0] + (1) Propanal[0] <=> (1) NADPH[0] + (2) H+[0] + (1) Propionate[0]	(1) H2O[0] + (1) Propanal[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) Propionate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn08335	rxn13824	(1) S-Dihydroorotate[0] + (1) Ubiquinone-8[0] => (1) Orotate[0] + (1) Ubiquinol-8[0]	(1) S-Dihydroorotate[0] + (1) Q[0] <=> (1) Orotate[0] + (1) Ubiquinol-8[0]	cpd15560:cpd11669	
rxn08335	rxn06059	(1) S-Dihydroorotate[0] + (1) Ubiquinone-8[0] => (1) Orotate[0] + (1) Ubiquinol-8[0]	(1) S-Dihydroorotate[0] + (1) A[0] <=> (1) Orotate[0] + (1) AH2[0]	cpd15560:cpd11609;cpd15561:cpd11610	
rxn08335	rxn19489	(1) S-Dihydroorotate[0] + (1) Ubiquinone-8[0] => (1) Orotate[0] + (1) Ubiquinol-8[0]	(1) S-Dihydroorotate[0] + (1) ETR-Quinones[0] <=> (1) Orotate[0] + (1) ETR-Quinols[0]	cpd15560:cpd27012;cpd15561:cpd27011	
rxn08335	rxn26412	(1) S-Dihydroorotate[0] + (1) Ubiquinone-8[0] => (1) Orotate[0] + (1) Ubiquinol-8[0]	(1) S-Dihydroorotate[0] + (1) Ubiquinones[0] => (1) Orotate[0] + (1) Ubiquinols[0]	cpd15560:cpd28301;cpd15561:cpd28300	
rxn08352	rxn26478	(1) NADH[0] + (1) H+[0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[0] <= (1) H2O[0] + (1) NAD[0] + (1) DMAPP[0]	(1) H2O[0] + (1) DMAPP[0] + (1) NAD-P-OR-NOP[0] <= (1) H+[0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate[0] + (1) NADH-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn08458	rxn41304	(1) NADH[0] + (1) FAD[0] + (1) H+[0] <= (1) NAD[0] + (1) FADH2[0]	(1) FADH2[0] + (1) NAD-P-OR-NOP[0] <=> (1) FAD[0] + (1) H+[0] + (1) NADH-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
