CHEBI:7	 (+)-car-3-ene
CHEBI:58325	 1-amino-1-deoxy-scyllo-inositol 4-phosphate
CHEBI:58326	 N(omega),N(omega)-dimethyl-L-arginine
CHEBI:58328	 D-allose 6-phosphate
CHEBI:58330	 1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate
CHEBI:58332	 a CDP-1,2-diacyl-sn-glycerol
CHEBI:58333	 isoorientin
CHEBI:58334	 cyclohexyl isocyanide
CHEBI:58335	 sedoheptulose 1,7-bisphosphate
CHEBI:58336	 alpha-D-galactose 1-phosphate
CHEBI:58337	 5,10-methenyl-5,6,7,8-tetrahydromethanopterin
CHEBI:58339	 3'-phosphoadenylyl sulfate
CHEBI:58340	 O-acetyl-L-serine
CHEBI:58342	 an acyl-CoA
CHEBI:58343	 adenosine 3',5'-bisphosphate
CHEBI:58346	 2-hydroxy-3-(3-oxoprop-1-enyl)but-2-enedioate
CHEBI:58348	 3-(hydrohydroxyphosphoryl)pyruvate
CHEBI:58349	 NADP(+)
CHEBI:58351	 sirohydrochlorin
CHEBI:58352	 propane-1,2-diol 1-phosphate
CHEBI:58353	 quercetin 3,4'-bissulfate
CHEBI:58354	 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine
CHEBI:58356	 N-phospho-L-lombricine
CHEBI:58357	 (5R)-5-hydroxy-L-lysine
CHEBI:58358	 4-carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde
CHEBI:58359	 L-glutamine
CHEBI:58360	 1-aminocyclopropane-1-carboxylate
CHEBI:58363	 oxamate
CHEBI:58365	 4-guanidinobutanamide
CHEBI:58366	 deacetylcephalosporin C
CHEBI:58369	 dTDP
CHEBI:58371	 2-dehydro-3-deoxy-L-rhamnonate
CHEBI:58373	 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate
CHEBI:58374	 3-aminopropanal
CHEBI:58375	 trans-4-hydroxy-L-proline
CHEBI:58376	 CMP-N-glycoloyl-beta-neuraminate
CHEBI:58377	 L-tyrosine methyl ester 4-sulfate
CHEBI:58378	 2-dehydro-3-deoxy-D-fuconate
CHEBI:58379	 deacetylipecoside
CHEBI:58380	 psi-UMP
CHEBI:58381	 3-ADP-2-phosphoglycerate
CHEBI:58382	 5-aminopentanamide
CHEBI:58383	 phosphonoacetaldehyde
CHEBI:58384	 cadaverine
CHEBI:58386	 (S)-2-hydroxyoctadecanoate
CHEBI:58387	 4alpha-carboxy-4beta-methyl-5alpha-cholest-7-ene-3beta-ol
CHEBI:58389	 trimethylamine
CHEBI:58390	 N(6')-acetylkanamycin B
CHEBI:58391	 all-trans-nonaprenyl diphosphate
CHEBI:58392	 alpha-D-glucose 1,6-bisphosphate
CHEBI:58394	 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate
CHEBI:58395	 myricetin
CHEBI:58396	 aerobactin
CHEBI:58398	 (2S)-2-hydroxyphytanate
CHEBI:58399	 isopenicillin N
CHEBI:58400	 2-oxophytanate
CHEBI:58401	 1D-myo-inositol 3-phosphate
CHEBI:58402	 5-oxo-L-proline
CHEBI:58403	 3,5,3'-triiodothyropyruvate
CHEBI:58405	 di-trans,octa-cis-undecaprenyl diphosphate
CHEBI:58406	 4-amino-4-deoxychorismate
CHEBI:58407	 isoscoparin
CHEBI:58408	 penicillin N
CHEBI:58409	 alpha-D-mannose 1-phosphate
CHEBI:58410	 2-amino-5-oxocyclohex-1-enecarbonyl-CoA
CHEBI:58411	 coenzyme M-coenzyme B heterodisulfide
CHEBI:58412	 syringetin
CHEBI:58413	 (R)-6-hydroxynicotine
CHEBI:58414	 1D-myo-inositol 1,3,4-trisphosphate
CHEBI:58415	 deacetoxycephalosporin C
CHEBI:58416	 chlorophyll a
CHEBI:58419	 4-hydroxy-L-proline
CHEBI:58420	 (2R,3S)-2,3-dihydroxy-2,3-dihydro-p-cumate
CHEBI:58421	 5-amino-6-(5-phospho-D-ribitylamino)uracil
CHEBI:58425	 (4,5-dihydro-5-oxofuran-2-yl)-acetate
CHEBI:58429	 alpha,alpha-trehalose 6-phosphate
CHEBI:58430	 (2S)-2-hydroxypropyl-coenzyme M
CHEBI:58431	 jasmonate
CHEBI:58432	 histamine
CHEBI:58433	 1D-myo-inositol 1-phosphate
CHEBI:58434	 cis,trans-4-hydroxymuconate semialdehyde
CHEBI:58435	 1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
CHEBI:58437	 deamido-NAD(+)
CHEBI:58438	 thiamine acetate
CHEBI:58440	 quinoline-4-carboxylate
CHEBI:58441	 L-2-aminopentanoate
CHEBI:58442	 pyrroloquinoline quinone
CHEBI:58443	 (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate
CHEBI:58444	 sn-glycero-3-phospho-1D-myo-inositol
CHEBI:58445	 anserine
CHEBI:58446	 13-hydroxylupanine
CHEBI:58447	 isovitexin
CHEBI:58448	 L-thyroxine
CHEBI:58450	 adenosine 5'-tetraphosphate
CHEBI:58451	 pyridoxamine 5'-phosphate
CHEBI:58452	 4-(phosphooxy)-L-threonine
CHEBI:58453	 5-amino-6-(5-phospho-D-ribosylamino)uracil
CHEBI:58454	 kynurenate
CHEBI:58455	 L-2-aminohexanoate
CHEBI:58456	 a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)
CHEBI:58458	 (R)-2-hydroxypropyl-coenzyme M
CHEBI:58460	 13-(2-methylcrotonoyloxy)lupanine
CHEBI:58461	 4-O-deacetylvindoline
CHEBI:58462	 7,8-dihydroneopterin 3'-triphosphate
CHEBI:58463	 (7S)-salutaridinol
CHEBI:58464	 a nucleoside 3',5'-cyclic phosphate
CHEBI:58466	 lipid A disaccharide (E. coli)
CHEBI:58467	 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
CHEBI:58469	 1D-myo-inositol 4-phosphate
CHEBI:58470	 apigenin
CHEBI:58471	 bilirubin-bisglucuronoside
CHEBI:58473	 codeinone
CHEBI:58474	 2-hydroxy-1,4-benzoquinone
CHEBI:58475	 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide
CHEBI:58476	 (2S)-2-acetolactate
CHEBI:58477	 N(omega)-phospho-L-arginine
CHEBI:58479	 N-formimidoylglycine
CHEBI:58480	 N-[(R)-pantothenoyl]-L-cysteine
CHEBI:58481	 coclaurine
CHEBI:58482	 norcoclaurine
CHEBI:58483	 2-C-methyl-D-erythritol 2,4-cyclic diphosphate
CHEBI:58484	 1D-myo-inositol 1,2-cyclic phosphate
CHEBI:58485	 (3R)-3-hydroxy-16-methoxy-2,3-dihydrotabersonine
CHEBI:58487	 2'-deoxymugineate
CHEBI:58488	 3-epihydroxymugineate
CHEBI:58489	 5-guanidino-2-oxopentanoate
CHEBI:58490	 (+)-8'-hydroxyabscisate
CHEBI:58495	 L-prolinamide
CHEBI:58496	 an N-acetyl-D-amino acid
CHEBI:58497	 N-acyl-L-aspartate
CHEBI:58498	 6-acetamido-3-aminohexanoate
CHEBI:58499	 L-pyrrolysine
CHEBI:58501	 (7R)-7-aminocephalosporanate
CHEBI:58502	 adenosylcob(III)inamide phosphate
CHEBI:58503	 adenosylcob(III)yrinate a,c-diamide
CHEBI:58504	 adenosylcob(III)yrate
CHEBI:58506	 angiotensin II
CHEBI:58507	 3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA
CHEBI:58511	 (2R,3S)-3-methylmalate
CHEBI:58514	 N(2)-succinyl-L-ornithine
CHEBI:58515	 L-ectoine
CHEBI:58516	 alpha-D-glucosamine 1-phosphate
CHEBI:58517	 3,4-dehydrothiomorpholine-3-carboxylate
CHEBI:58519	 (E)-2-benzylidenesuccinyl-CoA
CHEBI:58520	 N-succinyl-L-glutamate 5-semialdehyde
CHEBI:58521	 a (3E)-enoyl-CoA
CHEBI:58523	 (5S)-5-amino-3-oxohexanoate
CHEBI:58524	 gibberellin A1
CHEBI:58525	 5-[(5-phospho-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide
CHEBI:58526	 gibberellin A20
CHEBI:58527	 beta-D-ribosylnicotinate
CHEBI:58528	 3-hydroxypropanoyl-CoA
CHEBI:58529	 P(1),P(3)-bis(5'-adenosyl) triphosphate
CHEBI:58530	 gentamicin C1a
CHEBI:58531	 Se-methyl-L-selenocysteine
CHEBI:58532	 precorrin-6B
CHEBI:58533	 S-methyl-5-thio-alpha-D-ribose 1-phosphate
CHEBI:58534	 a 6-phospho-beta-D-galactoside
CHEBI:58535	 N(8)-acetylspermidine
CHEBI:58537	 cob(II)yrinate a,c diamide
CHEBI:58538	 (R)-3-hydroxy-2-oxo-4-phosphooxybutanoate
CHEBI:58539	 L-dehydroascorbate
CHEBI:58540	 alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A
CHEBI:58541	 5-methyldeoxycytidine diphosphate
CHEBI:58542	 D-arabino-hex-3-ulose 6-phosphate
CHEBI:58543	 (3Z)-dodecenoyl-CoA
CHEBI:58544	 3,3',4',5,7-pentahydroxy-8-methoxyflavone
CHEBI:58546	 cyanidin 3-O-rutinoside
CHEBI:58547	 N-hydroxy-L-tyrosine
CHEBI:58548	 S-methyl-5-thio-D-ribulose 1-phosphate
CHEBI:58549	 kanamycin B
CHEBI:58550	 N(1),N(12)-diacetylspermine
CHEBI:58552	 N(2')-acetylgentamicin C1a
CHEBI:58553	 ent-copalyl diphosphate
CHEBI:58555	 S-acetylphosphopantotheine
CHEBI:58556	 (S)-2-amino-6-oxoheptanedioate
CHEBI:58557	 N-acetyl-D-mannosamine 6-phosphate
CHEBI:58558	 N-benzyloxycarbonyl-L-leucine
CHEBI:58561	 precorrin-3A
CHEBI:58562	 (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate
CHEBI:58563	 (R)-1-aminopropan-2-yl phosphate
CHEBI:58565	 5-hydroxyimidazole-4-acetate
CHEBI:58566	 D-arabinitol 1-phosphate
CHEBI:58567	 ajmaline
CHEBI:58570	 D-tyrosine
CHEBI:58571	 5-methylbarbiturate
CHEBI:58572	 N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine
CHEBI:58573	 kaempferol
CHEBI:58574	 4-hydroxybutanoyl-CoA
CHEBI:58575	 cob(I)yrinate a,c diamide
CHEBI:58579	 beta-D-fructose 2,6-bisphosphate
CHEBI:58581	 precorrin-8X
CHEBI:58583	 4-acetamidobutanoyl-CoA
CHEBI:58584	 20-hydroxy-leukotriene E4
CHEBI:58585	 L-allo-threonine
CHEBI:58586	 4-hydroxyphenylglyoxylate
CHEBI:58587	 gibberellin A19
CHEBI:58589	 pyridoxine 5'-phosphate
CHEBI:58590	 gibberellin A3
CHEBI:58591	 S-sulfanyl-L-cysteine
CHEBI:58593	 dCDP
CHEBI:58594	 gibberellin A8
CHEBI:58595	 dGDP
CHEBI:58596	 coenzyme B
CHEBI:58599	 N'-phosphoguanidinoethyl methylphosphate
CHEBI:58600	 N(tau)-methylhistamine
CHEBI:58601	 alpha-D-glucose 1-phosphate
CHEBI:58603	 lipid IVA (E. coli)
CHEBI:58605	 3''-O-adenylylstreptomycin
CHEBI:58608	 a 1,2-diacyl-sn-glycero-3-phosphate
CHEBI:58609	 D-2-aminohexano-6-lactam
CHEBI:58611	 dihydrobunolol
CHEBI:58612	 bunolol
CHEBI:58613	 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
CHEBI:58614	 2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine
CHEBI:58619	 S-alkyl thiosulfate
CHEBI:58621	 dehydroabietate
CHEBI:58622	 9alpha-copalyl diphosphate
CHEBI:58627	 gibberellin A12
CHEBI:58628	 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate
CHEBI:58629	 N-formyl-L-kynurenine
CHEBI:58630	 N-methylanthraniloyl-CoA
CHEBI:58631	 N(alpha)-gamma-L-glutamylhistamine
CHEBI:58632	 3,8-divinyl protochlorophyllide a
CHEBI:58633	 L-homoserine lactone
CHEBI:58635	 (+)-copalyl diphosphate
CHEBI:58638	 4'''-demalonylsalvianin
CHEBI:58639	 5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
CHEBI:58640	 pelargonidin 3-O-(6-O-[(E)-caffeoyl]-beta-D-glucoside) 5-O-beta-D-glucoside
CHEBI:58641	 N,N-dimethylethanolamine phosphate
CHEBI:58642	 (2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate
CHEBI:58644	 N-(4-guanidinobutyl)-4-hydroxycinnamamide
CHEBI:58645	 D-allothreonine
CHEBI:58647	 amidinoproclavaminate
CHEBI:58652	 N(omega)-phosphohypotaurocyamine
CHEBI:58655	 (S)-3-amino-2-methylpropanoate
CHEBI:58658	 alpha-D-galacturonate
CHEBI:58659	 (8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate
CHEBI:58660	 CDP-D-glucose
CHEBI:58661	 trypanothione disulfide
CHEBI:58665	 a neolactoside IV(3)-alpha-NeuAc-nLc4Cer(d18:1(4E))
CHEBI:58668	 (3S)-citramalyl-CoA
CHEBI:58672	 L-2-aminoadipate
CHEBI:58673	 ADP-D-ribose 2'-phosphate
CHEBI:58674	 D-fructose 1-phosphate
CHEBI:58675	 O-phospho-L-threonine
CHEBI:58677	 (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA
CHEBI:58679	 17-O-acetylajmaline
CHEBI:58680	 O-phospho-D-serine
CHEBI:58681	 5-phospho-beta-D-ribosylamine
CHEBI:58682	 6-hydroxypseudooxynicotine
CHEBI:58684	 3-epihydroxy-2'-deoxymugineate
CHEBI:58685	 3''-deamino-3''-oxonicotianamine
CHEBI:58687	 pheophorbide a
CHEBI:58689	 (1R,6R)-6-hydroxy-2-succinyl-cyclohexa-2,4-diene-1-carboxylate
CHEBI:58690	 1,6-anhydro-N-acetyl-beta-muramate
CHEBI:58692	 (R)-2-benzylsuccinate
CHEBI:58693	 (7R)-7-(4-carboxybutanamido)cephalosporanate
CHEBI:58694	 D-tagatofuranose 1,6-bisphosphate
CHEBI:58695	 D-tagatofuranose 6-phosphate
CHEBI:58696	 flaviolin
CHEBI:58697	 (2R,4S)-2,4-diaminopentanoate
CHEBI:58698	 molybdopterin
CHEBI:58700	 6-(alpha-D-glucosaminyl)-1D-myo-inositol
CHEBI:58702	 phosphoenolpyruvate
CHEBI:58703	 7-aminomethyl-7-carbaguanine
CHEBI:58704	 norspermine
CHEBI:58705	 N-acetyl-beta-neuraminate
CHEBI:58708	 UDP-4-amino-4-deoxy-beta-L-arabinose
CHEBI:58709	 UDP-4-deoxy-4-formamido-beta-L-arabinose
CHEBI:58710	 UDP-beta-L-threo-pentopyranos-4-ulose
CHEBI:58712	 lipid A
CHEBI:58713	 7-chloro-L-tryptophan
CHEBI:58714	 4-amino-4-deoxy-beta-L-arabinopyranosyl-lipid A
CHEBI:58715	 calcitroate
CHEBI:58716	 red chlorophyll catabolite
CHEBI:58717	 an S-substituted L-cysteine
CHEBI:58718	 an N-acetyl-L-cysteine-S-conjugate
CHEBI:58720	 D-glucuronate
CHEBI:58721	 N-acetyl-beta-D-muramate 6-phosphate
CHEBI:58722	 N-acetyl-D-muramate 6-phosphate
CHEBI:58723	 D-glucosamine
CHEBI:58724	 (2S,3S)-3-methyl-L-aspartate
CHEBI:58725	 D-glucosamine 6-phosphate
CHEBI:58726	 N-hydroxy-L-phenylalanine
CHEBI:58727	 N,N-dihydroxy-L-phenylalanine
CHEBI:58728	 N-hydroxy-L-tryptophan
CHEBI:58729	 N,N-dihydroxy-L-tryptophan
CHEBI:58730	 5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole
CHEBI:58731	 gamma-L-glutamylputrescine
CHEBI:58732	 dehydrospermidine
CHEBI:58733	 4-methylene-L-glutamate
CHEBI:58734	 (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate
CHEBI:58735	 D-mannose 6-phosphate
CHEBI:58736	 (S)-muconolactone
CHEBI:58737	 (R)-2-O-sulfolactate
CHEBI:58738	 (2R)-3-sulfolactate
CHEBI:58742	 pyropheophorbide a
CHEBI:58743	 C-13(2)-carboxypyropheophorbide a
CHEBI:58744	 3-(3,4-dihydroxyphenyl)propanoate
CHEBI:58745	 UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate
CHEBI:58746	 UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate
CHEBI:58747	 1D-myo-inositol 1,2,3,5,6-pentakisphosphate
CHEBI:58748	 N-formimidoyl-L-aspartate
CHEBI:58749	 5-deoxy-alpha-D-ribose 1-phosphate
CHEBI:58750	 (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oate
CHEBI:58752	 (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA
CHEBI:58753	 ADP-D-ribose 1''-phosphate
CHEBI:58754	 5'-phosphoguanylyl(3'->5')guanosine
CHEBI:58756	 (2E,6E,10E)-geranylgeranyl diphosphate
CHEBI:58757	 (13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate
CHEBI:58758	 S-(hydroxymethyl)glutathione
CHEBI:58759	 6-phospho-D-gluconate
CHEBI:58761	 L-2,4-diaminobutanoate
CHEBI:58762	 7,8-dihydroneopterin 3'-phosphate
CHEBI:58763	 N-succinyl-L-glutamate
CHEBI:58764	 (2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate
CHEBI:58765	 N(2)-acetyl-L-citrulline
CHEBI:58766	 4-phospho-D-erythronate
CHEBI:58767	 N-acetyl-(2S,6S)-2,6-diaminoheptanedioate
CHEBI:58768	 (1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate
CHEBI:58769	 L-1-piperideine-6-carboxylate
CHEBI:58770	 N-acetyl-alpha-neuraminate
CHEBI:58771	 (R)-2-(carboxymethyl)-5-oxo-2,5-dihydro-2-furoate
CHEBI:58772	 L-methionine (S)-S-oxide
CHEBI:58773	 L-methionine (R)-S-oxide
CHEBI:58774	 3-dehydro-L-gulonate 6-phosphate
CHEBI:58775	 3-oxo-3-ureidopropanoate
CHEBI:58776	 2-formylglutarate
CHEBI:58778	 6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate
CHEBI:58779	 CDP-choline
CHEBI:58780	 2,6-dihydroxynicotinate
CHEBI:58781	 (6R)-2-acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methylcyclohexa-2,4-dien-1-one
CHEBI:58782	 D-dopachrome
CHEBI:58783	 a 2-hydroxy-3-methyl fatty acyl-CoA
CHEBI:58784	 2-hydroxy-3-methylhexadecanoyl-CoA
CHEBI:58786	 cis-3,4-dehydroadipyl-CoA
CHEBI:58787	 (3Z)-6-oxohex-3-enoyl-CoA
CHEBI:58790	 3-(1-carboxyvinyloxy)anthranilate
CHEBI:58792	 (2S)-2-amino-4-deoxychorismate
CHEBI:58793	 2-O-[(E)-sinapoyl]-D-glucarate
CHEBI:58794	 (3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate
CHEBI:58796	 (9S,10S)-10-hydroxy-9-(phosphooxy)octadecanoate
CHEBI:58797	 (9S,10S)-9,10-dihydroxyoctadecanoate
CHEBI:58798	 N-(6-aminohexanoyl)-6-aminohexanoate
CHEBI:58799	 (2S)-2-[(R)-1-carboxyethylamino]pentanoate
CHEBI:58800	 4-(gamma-L-glutamylamino)butanoate
CHEBI:58801	 3-hydroxycyclohexa-1,5-diene-1-carbonyl-CoA
CHEBI:58802	 5-amino-2-oxopentanoate
CHEBI:58803	 7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oate
CHEBI:58804	 12alpha-hydroxy-3-oxochola-4,6-dien-24-oate
CHEBI:58805	 cyclic di-3',5'-guanylate
CHEBI:58808	 5beta-scymnol sulfate
CHEBI:58809	 3alpha,7alpha,12alpha-trihydroxy-5alpha-cholan-24-yl sulfate
CHEBI:58810	 deoxycholoyl-CoA
CHEBI:58811	 phenylglyoxylyl-CoA
CHEBI:58815	 2-(5-methylsulfanyl)oxopentanoate
CHEBI:58816	 2-(2-methylsulfanyl)ethylmalate
CHEBI:58817	 2-(3-methylsulfanyl)propylmalate
CHEBI:58818	 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate
CHEBI:58819	 (R,R)-chrysanthemyl diphosphate
CHEBI:58821	 terpentedienyl diphosphate
CHEBI:58822	 tuberculosinyl diphosphate
CHEBI:58824	 sulfoacetate
CHEBI:58825	 (R)-beta-alanopine
CHEBI:58826	 N-acetyl-beta-D-glucosamine 6-phosphate
CHEBI:58827	 precorrin-2
CHEBI:58828	 5-methylsulfanyl-2,3-dioxopentyl phosphate
CHEBI:58830	 (2S)-2-hydroxy-3-oxobutyl phosphate
CHEBI:58837	 2,3-bis-O-(geranylgeranyl)-sn-glycerol 1-phosphate
CHEBI:58838	 CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol
CHEBI:58850	 (2S,3S)-3-hydroxyasparagine
CHEBI:58851	 3-carboxy-2-oxobutanoate
CHEBI:58852	 5-deoxy-D-glucuronate
CHEBI:58853	 (2S,3S)-2-methylcitrate
CHEBI:58854	 7,8-dihydroneopterin 2',3'-cyclic phosphate
CHEBI:58855	 a secondary aliphatic amine
CHEBI:58856	 a (2E)-enoyl-CoA
CHEBI:58858	 N-(3-acetamidopropyl)-4-aminobutanal
CHEBI:58859	 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate
CHEBI:58860	 2,3-dioxopropyl phosphate
CHEBI:58861	 1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate
CHEBI:58862	 N(2)-succinyl-L-citrulline
CHEBI:58863	 futalosine
CHEBI:58864	 dehypoxanthine futalosine
CHEBI:58865	 an N-carbamoyl-L-alpha-amino acid
CHEBI:58866	 (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate
CHEBI:58868	 3,7-dideoxy-D-threo-hepto-2,6-diuolosonate
CHEBI:58869	 N-(3-aminopropyl)-4-aminobutanal
CHEBI:58870	 beta-D-fructofuranosyl alpha-D-mannopyranoside 6(F)-phosphate
CHEBI:58874	 taurohyocholate
CHEBI:58875	 hyodeoxycholate
CHEBI:58876	 6beta-hydroxylithocholate
CHEBI:58877	 glycochenodeoxycholate 7-sulfate
CHEBI:58878	 2-oxo-1,2-dihydroquinoline-4-carboxylate
CHEBI:58879	 N-acetylphosphinothricin
CHEBI:58882	 phosphinothricin
CHEBI:58884	 (2R)-homocitrate
CHEBI:58885	 UDP-alpha-D-glucose
CHEBI:58886	 1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
CHEBI:58887	 1D-myo-inositol 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside
CHEBI:58890	 2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate
CHEBI:58891	 6-(alpha-D-glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate
CHEBI:58892	 1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate
CHEBI:58893	 precorrin-1
CHEBI:58894	 cob(II)yrinate
CHEBI:58896	 a 2-hydroxy carboxylate
CHEBI:58897	 1,4-dihydroxy-2-naphthoyl-CoA
CHEBI:58898	 2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate
CHEBI:58899	 an alpha-D-glucuronoside
CHEBI:58901	 2-O-[(E)-feruloyl]-D-galactarate
CHEBI:58902	 beta-L-aspartylhydroxamate
CHEBI:58905	 S-sulfanylglutathione
CHEBI:58906	 sphing-4-enine-phosphocholine
CHEBI:58909	 4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate
CHEBI:58910	 thyroxine sulfate
CHEBI:58912	 ternatin C5
CHEBI:58913	 delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside
CHEBI:58915	 2-methyl-trans-aconitate
CHEBI:58916	 (R)-piperazine-2-carboxamide
CHEBI:58917	 (R)-piperazine-2-carboxylate
CHEBI:58918	 beta-alaninamide
CHEBI:58919	 (S)-piperazine-2-carboxamide
CHEBI:58920	 (S)-piperazine-2-carboxylate
CHEBI:58921	 an N-acyl-L-homoserine
CHEBI:58922	 angiotensin-(1-7)
CHEBI:58924	 isopimarate
CHEBI:58925	 kaempferide
CHEBI:58927	 L-lupinate
CHEBI:58928	 N-formimidoyl-L-glutamate
CHEBI:58929	 (2S)-4-acetamido-2-aminobutanoate
CHEBI:58930	 16-methoxytabersonine
CHEBI:58933	 propanoyl phosphate
CHEBI:58934	 2,2'-iminodipropanoate
CHEBI:58937	 thiamine diphosphate
CHEBI:58938	 thiamine triphosphate
CHEBI:58939	 2-(1-hydroxyethyl)thiamine diphosphate
CHEBI:58950	 a very long-chain fatty acid
CHEBI:58951	 a short-chain fatty acid
CHEBI:58968	 (E)-4-hydroxynon-2-enal
CHEBI:58972	 (E)-4-oxonon-2-enal
CHEBI:59002	 N-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-glycine
CHEBI:59015	 (2S)-hesperetin 7-O-beta-D-glucoside
CHEBI:59047	 methyl 8-{[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc]oxy}nonanoate
CHEBI:59128	 2-methoxybenzoate
CHEBI:59193	 2-iminio-3-(indol-3-yl)propanoate
CHEBI:59194	 3-(7-chloroindol-3-yl)-2-iminopropanoate
CHEBI:59198	 dichlorochromopyrrolate
CHEBI:59338	 methylamine
CHEBI:59350	 2-hydroxychromene-2-carboxylate
CHEBI:59353	 (3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate
CHEBI:59410	 3-epi-6-deoxocathasterone
CHEBI:59411	 (22S,24R)-22-hydroxy-5alpha-ergostan-3-one
CHEBI:59418	 15beta-hydroxyprogesterone
CHEBI:59435	 (2S)-lactyl-2-diphospho-5'-guanosine
CHEBI:59440	 alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-D-GlcNAc
CHEBI:59457	 1-(5-phospho-beta-D-ribosyl)-5'-AMP
CHEBI:59458	 N-[(R)-4-phosphopantothenoyl]-L-cysteine
CHEBI:59505	 2-hydroxy-5-methylsulfanyl-3-oxopent-1-enyl phosphate
CHEBI:59513	 monodehydro-L-ascorbate radical
CHEBI:59545	 2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate
CHEBI:59558	 a medium chain fatty acid
CHEBI:59560	 (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin
CHEBI:59633	 mycothiol S-conjugate
CHEBI:59648	 cyclic pyranopterin phosphate
CHEBI:59655	 arseno-mycothiol
CHEBI:59714	 Delta(1)-dihydrotestosterone
CHEBI:59720	 a hydroperoxyeicosatetraenoate
CHEBI:59776	 D-glyceraldehyde 3-phosphate
CHEBI:59789	 S-adenosyl-L-methionine
CHEBI:59791	 gibberellin A3 O-beta-D-glucoside
CHEBI:59806	 (S)-nicotine
CHEBI:59807	 (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA
CHEBI:59815	 2,3,5,6-tetrachlorophenol
CHEBI:59863	 D-fructuronate
CHEBI:59869	 an L-alpha-amino acid
CHEBI:59871	 a D-alpha-amino acid
CHEBI:59874	 an N-acyl-L-amino acid
