id	name	abbreviation	formula	charge	isCofactor
cpd09428	Hydrocortisone caproate	Hydrocortisone caproate	C27H40O6	0	0
cpd09429	3-Hexaprenyl-4-hydroxybenzoate	3-Hexaprenyl-4-hydroxybenzoate	C37H53O3	-1	0
cpd09430	I-123 BMIPP	I-123 BMIPP	C22H34IO2	-1	0
cpd09431	Pyrithione zinc	Pyrithione zinc	C10H8N2O2S2Zn	10000000	0
cpd09432	Meglumine sodium amidotrizoate	Meglumine sodium amidotrizoate	C29H34I6N5NaO13	10000000	0
cpd09433	9'-cis-Neoxanthin	9'-cis-Neoxanthin	C40H56O4	0	0
cpd09434	9-cis-Violaxanthin	9-cis-Violaxanthin	C40H56O4	0	0
cpd09435	Cefaloglycin	Cefaloglycin	C18H19N3O6S	0	0
cpd09436	Dimethylaminoethyl reserpilinate dihydrochloride	Dimethylaminoethyl reserpilinate dihydrochloride	C26H37Cl2N3O5	10000000	0
cpd09437	Trichomycin A	Trichomycin A	C58H84N2O18	0	0
cpd09438	Trichomycin B	Trichomycin B	C58H84N2O18	0	0
cpd09439	Xanthoxin	Xanthoxin	C15H22O3	0	0
cpd09440	Xanthoxic acid	Xanthoxic acid	C15H21O4	-1	0
cpd09441	Abscisic aldehyde	Abscisic aldehyde	C15H20O3	0	0
cpd09442	Abscisic alcohol	Abscisic alcohol	C15H22O3	0	0
cpd09443	Luliconazole	Luliconazole	C14H9Cl2N3S2	0	0
cpd09444	Phosphodimethylethanolamine	Phosphodimethylethanolamine	C4H11NO4P	-1	0
cpd09445	Clindamycin palmitate hydrochloride	Clindamycin palmitate hydrochloride	C34H63N2O6SCl	0	0
cpd09446	Polidocanol	Polidocanol	C30H62O10	0	0
cpd09447	Nitro blue tetrazolium	Nitro blue tetrazolium	C40H30Cl2N10O6	10000000	0
cpd09448	Cefsulodin sodium	Cefsulodin sodium	C22H19N4NaO8S2	10000000	0
cpd09449	Protirelin tartrate	Protirelin tartrate	C20H26N6O10	-2	0
cpd09450	Ferric gluconate	Ferric gluconate	C18H33FeO21	10000000	0
cpd09451	Rubidium hydroxide	Rubidium hydroxide	HORb	10000000	0
cpd09452	Mitobronitol	Mitobronitol	C6H12Br2O4	0	0
cpd09453	Prochlorperazine mesylate	Prochlorperazine mesylate	C22H32ClN3O6S3	10000000	0
cpd09454	Sennoside B	Sennoside B	C42H36O20	-2	0
cpd09455	Hydrocotarnine hydrochloride	Hydrocotarnine hydrochloride	C12H16ClNO3	10000000	0
cpd09456	Perphenazine maleate	Perphenazine maleate	C29H34ClN3O9S	10000000	0
cpd09457	Lactitol dihydrate	Lactitol dihydrate	C12H28O13	10000000	0
cpd09458	Olprinone hydrochloride	Olprinone hydrochloride	C14H11ClN4O	10000000	0
cpd09459	Norcholestenol iodomethyl (131 I)	Norcholestenol iodomethyl (131 I)	C27H45IO	0	0
cpd09460	Alprostadil alfadex	Alprostadil alfadex	C56H94O35	10000000	0
cpd09461	Cerebrosterol	Cerebrosterol	C27H46O2	0	0
cpd09462	Prednisolone 21-all-cis-farnesylate	Prednisolone 21-all-cis-farnesylate	C36H50O6	0	0
cpd09463	Monobasic calcium phosphate	Monobasic calcium phosphate	CaH4O8P2	10000000	0
cpd09464	Dibasic sodium phosphate	Dibasic sodium phosphate	HNa2O4P	10000000	0
cpd09465	Chromomycin A3	Chromomycin A3	C57H82O26	0	0
cpd09466	Teicoplanin A2-1	Teicoplanin A2-1	C88H95Cl2N9O33	0	0
cpd09467	Teicoplanin A2-3	Teicoplanin A2-3	C88H97Cl2N9O33	0	0
cpd09468	Metipranolol hydrochloride	Metipranolol hydrochloride	C17H28ClNO4	10000000	0
cpd09469	Teicoplanin A2-4	Teicoplanin A2-4	C89H99Cl2N9O33	0	0
cpd09470	Teicoplanin A2-5	Teicoplanin A2-5	C89H99Cl2N9O33	0	0
cpd09471	Teicoplanin A3-1	Teicoplanin A3-1	C72H68Cl2N8O28	0	0
cpd09472	Tetrabromobisphenol A	Tetrabromobisphenol A	C15H11Br4O2	-1	0
cpd09473	Tribromobisphenol A	Tribromobisphenol A	C15H12Br3O2	-1	0
cpd09474	Dibromobisphenol A	Dibromobisphenol A	C15H14Br2O2	0	0
cpd09475	Monobromobisphenol A	Monobromobisphenol A	C15H15BrO2	0	0
cpd09476	Bisphenol A	Bisphenol A	C15H16O2	0	0
cpd09477	4-Methyl-2,4-bis-(p-hydroxyphenyl)pent-1-ene	4-Methyl-2,4-bis-(p-hydroxyphenyl)pent-1-ene	C18H20O2	0	0
cpd09478	5-Hydroxybisphenol A	5-Hydroxybisphenol A	C15H16O3	0	0
cpd09479	4,5-Bisphenol-o-quinone	4,5-Bisphenol-o-quinone	C15H14O3	0	0
cpd09480	1,2-Bis(4-hydroxyphenyl)-2-propanol	1,2-Bis(4-hydroxyphenyl)-2-propanol	C15H16O3	0	0
cpd09481	7-Ethoxyresorufin	7-Ethoxyresorufin	C14H11NO3	0	0
cpd09482	2,2-Bis(4-hydroxyphenyl)-1-propanol	2,2-Bis(4-hydroxyphenyl)-1-propanol	C15H16O3	0	0
cpd09483	4,4'-Dihydroxy-alpha-methylstilbene	4,4'-Dihydroxy-alpha-methylstilbene	C15H14O2	0	0
cpd09484	2,2-Bis(4-hydroxyphenyl)-propanoic acid	2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H13O4	-1	0
cpd09485	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	C15H16O4	0	0
cpd09488	4-Ethylphenol	4-Ethylphenol	C8H10O	0	0
cpd09489	1-(4'-Hydroxyphenyl)ethanol	1-(4'-Hydroxyphenyl)ethanol	C8H10O2	0	0
cpd09491	m-Chlorophenylbiguanide	m-Chlorophenylbiguanide	C8H12ClN5	2	0
cpd09492	Debrisoquin	Debrisoquin	C10H14N3	1	0
cpd09493	Ampicillin sodium	Ampicillin sodium	C16H18N3NaO4S	10000000	0
cpd09495	Tetracycline hydrochloride	Tetracycline hydrochloride	C22H24N2O8	0	0
cpd09496	Arg-vasopressin	Arg-vasopressin	C46H67N15O12S2	2	0
cpd09498	Bufotenidine	Bufotenidine	C13H19N2O	1	0
cpd09499	2-Methyl-5-hydroxytryptamine	2-Methyl-5-hydroxytryptamine	C11H15N2O	1	0
cpd09500	Tropisetron	Tropisetron	C17H21N2O2	1	0
cpd09501	2,3-Dioxo-6-nitro-7-sulfamoylbenzo[f]quinoxaline	2,3-Dioxo-6-nitro-7-sulfamoylbenzo[f]quinoxaline	C12H8N4O6S	0	0
cpd09502	CNQX	CNQX	C9H4N4O4	0	0
cpd09503	Talampanel	Talampanel	C19H19N3O3	0	0
cpd09504	(S)-F-Willardiine	(S)-F-Willardiine	C7H10FN3O4	0	0
cpd09505	alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid	alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid	C7H10N2O4	0	0
cpd09506	(S)-ACPA	(S)-ACPA	C8H9N2O5	-1	0
cpd09507	1-Naphthylacetylspermine	1-Naphthylacetylspermine	C22H37N4O	3	0
cpd09508	Ampalex	Ampalex	C14H15N3O	0	0
cpd09509	LY395153	LY395153	C19H24N2O3S	0	0
cpd09510	4-(N-Maleimido)benzyltrimethylammonium iodide	4-(N-Maleimido)benzyltrimethylammonium iodide	C14H17IN2O2	10000000	0
cpd09511	4-(N-Maleimido)phenyltrimethylammonium iodide	4-(N-Maleimido)phenyltrimethylammonium iodide	C13H15IN2O2	10000000	0
cpd09512	Bis(3-azidopyridinium)-1,10-decane perchlorate	Bis(3-azidopyridinium)-1,10-decane perchlorate	C20H28Cl2N8	10000000	0
cpd09513	Lophotoxin	Lophotoxin	C22H24O8	0	0
cpd09514	p-N,N-(Dimethylamino)phenyldiazonium fluoroborate	p-N,N-(Dimethylamino)phenyldiazonium fluoroborate	C8H10BF4N3	10000000	0
cpd09515	Dihydro-beta-erythroidine	Dihydro-beta-erythroidine	C16H22NO3	1	0
cpd09516	Histrionicotoxin	Histrionicotoxin	C19H26NO	1	0
cpd09517	Clindamycin hydrochloride	Clindamycin hydrochloride	C18H34Cl2N2O5S	10000000	0
cpd09519	Ichthyotherol (dup2)	Ichthyotherol (dup2)	C14H14O2	0	0
cpd09520	delta-Guanidinovaleric acid	delta-Guanidinovaleric acid	C6H13N3O2	0	0
cpd09521	m-Benzenesulfonium diazonium chloride	m-Benzenesulfonium diazonium chloride	C6H5ClN2O3S	10000000	0
cpd09522	Dopamine 3-O-sulfate	Dopamine 3-O-sulfate	C8H11NO5S	0	0
cpd09523	Dopamine 4-O-sulfate	Dopamine 4-O-sulfate	C8H11NO5S	0	0
cpd09524	Pentylenetetrazole	Pentylenetetrazole	C6H10N4	0	0
cpd09525	4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3-ol	4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3-ol	C6H8N2O2	0	0
cpd09526	Isoguvacine	Isoguvacine	C6H9NO2	0	0
cpd09527	ZAPA	ZAPA	C4H6N2O2S	0	0
cpd09528	trans-3-Aminocyclopentane-1-carboxylic acid	trans-3-Aminocyclopentane-1-carboxylic acid	C6H11NO2	0	0
cpd09529	Fenamic acid	Fenamic acid	C13H10NO2	-1	0
cpd09530	Niflumic acid	Niflumic acid	C13H8F3N2O2	-1	0
cpd09531	9-Anthroic acid	9-Anthroic acid	C15H9O2	-1	0
cpd09533	2-(4-Chlorophenoxy)propionic acid	2-(4-Chlorophenoxy)propionic acid	C9H8ClO3	-1	0
cpd09534	4-Acetamido-4'-isothiocyanostilbene-2,2'-disulphonic acid	4-Acetamido-4'-isothiocyanostilbene-2,2'-disulphonic acid	C17H12N2O7S3	-2	0
cpd09535	IAA-94	IAA-94	C17H17Cl2O4	-1	0
cpd09536	TS-TM-calix(4)arene	TS-TM-calix(4)arene	C32H28O16S4	-4	0
cpd09537	5-Nitro-2-(3-phenylpropylamino)benzoic acid	5-Nitro-2-(3-phenylpropylamino)benzoic acid	C16H15N2O4	-1	0
cpd09538	DNDS	DNDS	C14H8N2O10S2	-2	0
cpd09539	RU-0211	RU-0211	C20H31F2O5	-1	0
cpd09540	IBMX	IBMX	C10H14N4O2	0	0
cpd09541	CPX	CPX	C16H24N4O2	0	0
cpd09542	4-PIOL	4-PIOL	C8H12N2O2	0	0
cpd09543	Thio-THIP	Thio-THIP	C6H9N2OS	1	0
cpd09544	3alpha-Hydroxy-5alpha-pregnan-20-one	3alpha-Hydroxy-5alpha-pregnan-20-one	C21H34O2	0	0
cpd09545	Allotetrahydrodeoxycorticosterone	Allotetrahydrodeoxycorticosterone	C21H34O3	0	0
cpd09546	alpha-EMGBL	alpha-EMGBL	C7H12O2	0	0
cpd09547	Miltirone	Miltirone	C19H22O2	0	0
cpd09548	Ro 19-4603	Ro 19-4603	C15H17N3O3S	0	0
cpd09549	beta-EMGBL	beta-EMGBL	C7H12O2	0	0
cpd09550	Dieldrin	Dieldrin	C12H8Cl6O	0	0
cpd09551	Nocodazole	Nocodazole	C14H11N3O3S	0	0
cpd09552	alpha-EMTBL	alpha-EMTBL	C7H12OS	0	0
cpd09553	Cyanotriphenylborate	Cyanotriphenylborate	C19H15BNNa	10000000	0
cpd09554	Adenophostin B	Adenophostin B	C18H22N5O19P3	-6	0
cpd09555	Patent blue	Patent blue	C27H31N2NaO6S2	10000000	0
cpd09556	Adenophostin A	Adenophostin A	C16H20N5O18P3	-6	0
cpd09557	4-Aminopyridine	4-Aminopyridine	C5H7N2	1	0
cpd09558	Pinacidil	Pinacidil	C13H21N5O	10000000	0
cpd09559	LY382884	LY382884	C18H22NO4	-1	0
cpd09560	NS-102	NS-102	C12H10N3O4	-1	0
cpd09561	Domoic acid	Domoic acid	C15H19NO6	-2	0
cpd09562	(S)-ATPA	(S)-ATPA	C10H16N2O4	0	0
cpd09563	2-Amino-5-phosphopentanoic acid	2-Amino-5-phosphopentanoic acid	C5H11NO5P	-1	0
cpd09564	Selfotel	Selfotel	C7H13NO5P	-1	0
cpd09565	Memantine	Memantine	C12H22N	1	0
cpd09566	Dizocilpine	Dizocilpine	C16H16N	1	0
cpd09567	5-Tetrazolyl-glycine	5-Tetrazolyl-glycine	C3H4N5O2	-1	0
cpd09568	(R)-AMAA	(R)-AMAA	C6H6N2O4	-2	0
cpd09569	alpha,beta-Methylene ATP	alpha,beta-Methylene ATP	C11H15N5O12P3	-3	0
cpd09570	beta,gamma-Methylene ATP	beta,gamma-Methylene ATP	C11H15N5O12P3	-3	0
cpd09571	Adenosine 5-O-(3-thiotriphophate) (dup2)	Adenosine 5-O-(3-thiotriphophate) (dup2)	C10H13N5O12P3S	-3	0
cpd09572	Adenosine 5-O-(3-thiodiphophate)	Adenosine 5-O-(3-thiodiphophate)	C10H13N5O9P2S	-2	0
cpd09573	3'-O-(4-Benzoyl)benzoyl ATP	3'-O-(4-Benzoyl)benzoyl ATP	C24H21N5O15P3	-3	0
cpd09574	Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid	Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid	C14H10N3O12PS2	-4	0
cpd09575	Reactive blue 2	Reactive blue 2	C29H17ClN7O11S3	-3	0
cpd09576	1,7-Dimethylxanthine	1,7-Dimethylxanthine	C7H8N4O2	0	0
cpd09577	9-Methyl-7-bromoeudistomin D	9-Methyl-7-bromoeudistomin D	C12H7Br2N2O	-1	0
cpd09578	Sulmazole	Sulmazole	C14H13N3O2S	0	0
cpd09579	Batrachotoxin	Batrachotoxin	C31H43N2O6	1	0
cpd09580	Benzamil	Benzamil	C13H14ClN7O	0	0
cpd09581	Phenylamil	Phenylamil	C12H12ClN7O	0	0
cpd09582	6-Chloro-3,5-diaminopyrazine-3-carboxamide	6-Chloro-3,5-diaminopyrazine-3-carboxamide	C8H12ClN7O	0	0
cpd09583	Dicloxacillin sodium	Dicloxacillin sodium	C19H18Cl2N3NaO6S	10000000	0
cpd09584	Saxitoxin	Saxitoxin	C10H19N7O4	2	0
cpd09585	Bay-K-8644	Bay-K-8644	C16H15F3N2O4	0	0
cpd09586	FPL64176	FPL64176	C22H21NO3	0	0
cpd09587	YC 170	YC 170	C28H26ClN3O3	0	0
cpd09588	CGP 28-392	CGP 28-392	C18H17F2NO5	0	0
cpd09589	202-791	202-791	C17H18N4O5	0	0
cpd09590	Devapamil	Devapamil	C26H37N2O3	1	0
cpd09591	Gallopamil	Gallopamil	C28H41N2O5	1	0
cpd09592	Tiapamil	Tiapamil	C26H37NO8S2	0	0
cpd09593	Emopamil	Emopamil	C23H31N2	1	0
cpd09594	H37	H37	C15H14O5	0	0
cpd09595	Colistin sulfate	Colistin sulfate	C104H204N32O46R2S5	10000000	0
cpd09596	Bufuralol	Bufuralol	C16H24NO2	1	0
cpd09597	S9947	S9947	C29H27N3O3	0	0
cpd09598	Clofilium	Clofilium	C21H37ClN	1	0
cpd09599	1,1-Diethyl-2-hydroxy-2-nitrosohydrazine	1,1-Diethyl-2-hydroxy-2-nitrosohydrazine	C4H11N3O2	0	0
cpd09600	E-4031	E-4031	C21H28N3O3S	1	0
cpd09601	Azimilide	Azimilide	C23H29ClN5O3	1	0
cpd09602	HMR1556	HMR1556	C15H20N2O4S	0	0
cpd09603	XE991	XE991	C26H20N2O	0	0
cpd09604	Linopirdine	Linopirdine	C26H21N3O	0	0
cpd09605	Paxilline	Paxilline	C27H33NO4	0	0
cpd09606	UCL 1684	UCL 1684	C34H30N4	2	0
cpd09607	TRAM-34	TRAM-34	C22H17ClN2	0	0
cpd09608	TRAM-3	TRAM-3	C19H15ClO	0	0
cpd09609	Cetiedil	Cetiedil	C20H32NO2S	1	0
cpd09610	17-Methyl-6Z-octadecenoic acid	17-Methyl-6Z-octadecenoic acid	C19H35O2	-1	0
cpd09611	UCL 1608	UCL 1608	C30H32N	1	0
cpd09612	2S-Hydroxytetradecanoic acid	2S-Hydroxytetradecanoic acid	C14H27O3	-1	0
cpd09613	(6R,7S)-6,7-Epoxyoctadecanoic acid	(6R,7S)-6,7-Epoxyoctadecanoic acid	C18H33O3	-1	0
cpd09614	2-Methoxy-5Z-hexadecenoic acid	2-Methoxy-5Z-hexadecenoic acid	C17H31O3	-1	0
cpd09615	3-Bromo-2Z-heptenoic acid	3-Bromo-2Z-heptenoic acid	C7H10BrO2	-1	0
cpd09616	Pitrazepin	Pitrazepin	C19H20N5	1	0
cpd09617	2S-Amino-tridecanoic acid	2S-Amino-tridecanoic acid	C13H27NO2	0	0
cpd09618	SR95531	SR95531	C15H16N3O3	-1	0
cpd09619	RU 5135	RU 5135	C18H29N2O2	1	0
cpd09620	8-(5-Hexyl-furan-2-yl)-octanoic acid	8-(5-Hexyl-furan-2-yl)-octanoic acid	C18H29O3	-1	0
cpd09621	(+)-Hydrastine	(+)-Hydrastine	C21H22NO6	1	0
cpd09622	10-Nitrolinoleic acid	10-Nitrolinoleic acid	C18H30NO4	-1	0
cpd09623	Prostaglandin D3	Prostaglandin D3	C20H29O5	-1	0
cpd09624	Alphaxalone	Alphaxalone	C21H32O3	0	0
cpd09625	ORG 20599	ORG 20599	C25H41ClNO3	1	0
cpd09626	N-Butyl-beta-carboline-3-carboxylate	N-Butyl-beta-carboline-3-carboxylate	C16H16N2O2	0	0
cpd09627	Philanthotoxin 343	Philanthotoxin 343	C23H44N5O3	3	0
cpd09628	Levuglandin E2	Levuglandin E2	C20H31O5	-1	0
cpd09629	Levuglandin D2	Levuglandin D2	C20H31O5	-1	0
cpd09630	9,11,15-Trihydroxy-prosta-5,13-dien-1-oic acid	9,11,15-Trihydroxy-prosta-5,13-dien-1-oic acid	C20H33O5	-1	0
cpd09631	Clavulone I	Clavulone I	C25H34O7	0	0
cpd09632	Clavulone II	Clavulone II	C25H34O7	0	0
cpd09633	Clavulone III	Clavulone III	C25H34O7	0	0
cpd09634	Clavulone IV	Clavulone IV	C25H34O7	0	0
cpd09635	Tetrapentylammonium	Tetrapentylammonium	C20H44N	1	0
cpd09636	(9R,13R)-12-Oxo-phytodienoic acid	(9R,13R)-12-Oxo-phytodienoic acid	C18H27O3	-1	0
cpd09637	8-Br-cGMP	8-Br-cGMP	C10H10BrN5O7P	-1	0
cpd09638	F4-Neuroprostane (4-series)	F4-Neuroprostane (4-series)	C22H33O5	-1	0
cpd09639	F4-Neuroprostane (7-series)	F4-Neuroprostane (7-series)	C22H33O5	-1	0
cpd09640	Chromanol 293B	Chromanol 293B	C15H20N2O4S	0	0
cpd09641	1-Hexadecyl hexadecanoate	1-Hexadecyl hexadecanoate	C32H64O2	0	0
cpd09642	2S,3R-Didecanoyl-docosane-2,3-diol	2S,3R-Didecanoyl-docosane-2,3-diol	C42H82O4	0	0
cpd09643	11-Undecanolactone	11-Undecanolactone	C11H20O2	0	0
cpd09644	R-L3	R-L3	C25H20FN3O	0	0
cpd09645	O-Hexanoyl-adnosine monophosphate	O-Hexanoyl-adnosine monophosphate	C16H23N5O8P	-1	0
cpd09646	Retigabine	Retigabine	C16H18FN3O2	0	0
cpd09647	Chloroform	Chloroform	CHCl3	0	0
cpd09648	8,11,14-Eicosatrienoylethanolamide	8,11,14-Eicosatrienoylethanolamide	C22H39NO2	0	0
cpd09649	7,10,13,16-Docosatetraenoylethanolamine	7,10,13,16-Docosatetraenoylethanolamine	C24H41NO2	0	0
cpd09650	BMS 204352	BMS 204352	C16H10ClF4NO2	0	0
cpd09651	Dodecanamide	Dodecanamide	C12H25NO	0	0
cpd09652	4Z,7Z,10Z-Octadecatrienenitrile	4Z,7Z,10Z-Octadecatrienenitrile	C18H29N	0	0
cpd09653	NS 1619	NS 1619	C15H8F6N2O2	0	0
cpd09654	Tridecane	Tridecane	C13H28	0	0
cpd09655	NS 1608	NS 1608	C14H10ClF3N2O2	0	0
cpd09656	CGS 7181	CGS 7181	C20H17F3N2O4	0	0
cpd09657	Dehydrosoyasaponin I	Dehydrosoyasaponin I	C48H75O18	-1	0
cpd09658	Lactobacillic acid	Lactobacillic acid	C19H35O2	-1	0
cpd09659	1-Ethyl-2-benzimidazolinone	1-Ethyl-2-benzimidazolinone	C9H10N2O	0	0
cpd09660	Zoxazolamine	Zoxazolamine	C7H5ClN2O	0	0
cpd09661	alpha-Semegma mycolic acid	alpha-Semegma mycolic acid	C77H149O3	-1	0
cpd09662	17R,18S-Epoxy-5Z,8Z,11Z,14Z-icosatetraenoic acid	17R,18S-Epoxy-5Z,8Z,11Z,14Z-icosatetraenoic acid	C20H29O3	-1	0
cpd09663	DCEBIO	DCEBIO	C9H8Cl2N2O	0	0
cpd09664	1,3-Di-(octadec-9Z-enoyl)-1-cyano-2-methylene-propane-1,3-diol	1,3-Di-(octadec-9Z-enoyl)-1-cyano-2-methylene-propane-1,3-diol	C41H71NO4	0	0
cpd09665	Octadecanamide	Octadecanamide	C18H37NO	0	0
cpd09666	CP 339818	CP 339818	C21H25N2	1	0
cpd09667	UK 78282	UK 78282	C29H36NO2	1	0
cpd09668	Correolide	Correolide	C40H52O16	0	0
cpd09669	BRL 32872	BRL 32872	C29H36ClN3O7	10000000	0
cpd09670	Sipatrigine	Sipatrigine	C15H17Cl3N5	1	0
cpd09671	L 735821	L 735821	C25H19Cl2N3O2	0	0
cpd09672	1-Dodecanoyl-sn-glycerol	1-Dodecanoyl-sn-glycerol	C15H30O4	0	0
cpd09673	2-Arachidonoylglycerol	2-Arachidonoylglycerol	C23H38O4	0	0
cpd09674	1-Arachidonoylglycerol	1-Arachidonoylglycerol	C23H38O4	0	0
cpd09675	1-O-Octadecyl-sn-glycerol	1-O-Octadecyl-sn-glycerol	C21H44O3	0	0
cpd09676	1-O-Hexadecyl-sn-glycerol	1-O-Hexadecyl-sn-glycerol	C19H40O3	0	0
cpd09677	1-O-Octadec-9-enyl glycerol	1-O-Octadec-9-enyl glycerol	C21H42O3	0	0
cpd09678	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol	C37H70O5	0	0
cpd09679	1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycerol	1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycerol	C37H72O4	0	0
cpd09680	2,3-Di-O-phytanyl-sn-glycerol	2,3-Di-O-phytanyl-sn-glycerol	C43H88O3	0	0
cpd09681	1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol	1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol	C35H66O4	0	0
cpd09682	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol	C57H88O8	0	0
cpd09683	1-Dodecanoyl-2-hexadecanoyl-3-octadecanoyl-sn-glycerol	1-Dodecanoyl-2-hexadecanoyl-3-octadecanoyl-sn-glycerol	C49H94O6	0	0
cpd09684	Tributyrin	Tributyrin	C15H26O6	0	0
cpd09685	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	C45H74O10	0	0
cpd09686	Caldarchaeol	Caldarchaeol	C86H172O6	0	0
cpd09687	Gentiobiosyl-caldarchaeol	Gentiobiosyl-caldarchaeol	C98H192O16	0	0
cpd09688	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C42H82NO8P	0	0
cpd09689	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonocholine	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonocholine	C42H82NO7P	0	0
cpd09690	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	C39H76NO8P	0	0
cpd09691	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonoethanolamine	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonoethanolamine	C39H76NO7P	0	0
cpd09692	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine	C40H75NO10P	-1	0
cpd09693	Barium cation	Barium cation	Ba	2	0
cpd09694	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol	C40H76O10P	-1	0
cpd09695	Strontium cation	Strontium cation	Sr	2	0
cpd09696	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol 3'-phosphate	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol 3'-phosphate	C40H75O13P2	-3	0
cpd09697	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1'-myo-inositol	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1'-myo-inositol	C43H80O13P	-1	0
cpd09698	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate	C37H69O8P	-2	0
cpd09699	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-pyrophosphate	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-pyrophosphate	C37H70O11P2	-2	0
cpd09700	1,2-Didodecanoyl-sn-glycero-3-cytidine-5'-diphosphate	1,2-Didodecanoyl-sn-glycero-3-cytidine-5'-diphosphate	C36H63N3O15P2	-2	0
cpd09701	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate	C46H81N3O15P2	-2	0
cpd09702	1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C42H84NO7P	0	0
cpd09703	1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C40H78NO7P	0	0
cpd09704	sn-Caldarchaeo-1-phosphoethanolamine	sn-Caldarchaeo-1-phosphoethanolamine	C88H178NO9P	0	0
cpd09705	sn-Caldito-1-phosphoethanolamine	sn-Caldito-1-phosphoethanolamine	C94H190NO15P	0	0
cpd09706	1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenedioyl)-sn-glycero-3-phosphatidylcholine	1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenedioyl)-sn-glycero-3-phosphatidylcholine	C32H59NO11P	-1	0
cpd09707	1-Palmitoyl-2-(5-keto-6-octendioyl)-sn-glycero-3-phosphatidylcholine	1-Palmitoyl-2-(5-keto-6-octendioyl)-sn-glycero-3-phosphatidylcholine	C32H57NO11P	-1	0
cpd09708	1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenoyl)-sn-glycero-3-phosphatidylcholine	1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenoyl)-sn-glycero-3-phosphatidylcholine	C32H60NO10P	0	0
