id	primary_name	equation	definition	status	paired reactions
rxn01946	4-Hydroxyphenylacetate:CoA ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00489[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd03165[0]	(1) 4-Hydroxyphenylacetate[c] + (1) ATP[c] + (1) CoA[c] + (1) H+[c] <=> (1) 4-Hydroxyphenylacetyl-CoA[c] + (1) AMP[c] + (1) PPi[c]	OK	
rxn01947	5-Hydroxy-L-tryptophan:2-oxoglutarate aminotransferase	(1) cpd00024[0] + (1) cpd00490[0] <=> (1) cpd00023[0] + (1) cpd03357[0]	(1) 2-Oxoglutarate[c] + (1) 5-Hydroxy-L-tryptophan[c] <=> (1) 5-Hydroxyindolepyruvate[c] + (1) L-Glutamate[c]	OK	
rxn01948	5-Hydroxy-L-tryptophan decarboxy-lyase	(1) cpd00067[0] + (1) cpd00490[0] <=> (1) cpd00011[0] + (1) cpd00579[0]	(1) 5-Hydroxy-L-tryptophan[c] + (1) H+[c] <=> (1) CO2[c] + (1) Serotonin[c]	OK	
rxn01949	5-hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)	(1) cpd00007[0] + (1) cpd00490[0] <=> (1) cpd03359[0]	(1) 5-Hydroxy-L-tryptophan[c] + (1) O2[c] <=> (1) 5-Hydroxy-N-formylkynurenine[c]	OK	
rxn01951	ATP:N-acyl-D-mannosamine 6-phosphotransferase	(1) cpd00002[0] + (1) cpd00492[0] <=> (1) cpd00008[0] + (1) cpd02612[0]	(1) ATP[c] + (1) N-Acetyl-D-mannosamine[c] <=> (1) ADP[c] + (1) N-Acetylmannosamine 6-phosphate[c]	OK	
rxn01952	rxn01952	(1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00492[0] <=> (1) cpd00001[0] + (1) cpd02612[0]	(1) H+[c] + (1) N-Acetyl-D-mannosamine[c] + (1) Phosphate[c] <=> (1) H2O[c] + (1) N-Acetylmannosamine 6-phosphate[c]	OK	
rxn01953	rxn01953	(1) cpd00014[0] + (1) cpd00492[0] <=> (1) cpd00001[0] + (1) cpd00861[0]	(1) N-Acetyl-D-mannosamine[c] + (1) UDP[c] <=> (1) H2O[c] + (1) UDP-N-acetyl-D-mannosamine[c]	OK	
rxn01954	4-hydroxyphenylacetonitrile,NADPH:oxygen oxidoreductase	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd02362[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00494[0]	(1) 4-Hydroxybenzyl cyanide[c] + (1) H+[c] + (1) NADPH[c] + (1) O2[c] <=> (1) 4-Hydroxymandelonitrile[c] + (1) H2O[c] + (1) NADP[c]	OK	
rxn01955	UDPglucose:4-hydroxymandelonitrile glucosyltransferase	(1) cpd00026[0] + (1) cpd00494[0] <=> (1) cpd00014[0] + (1) cpd01278[0]	(1) 4-Hydroxymandelonitrile[c] + (1) UDP-glucose[c] <=> (1) Taxiphyllin[c] + (1) UDP[c]	OK	
rxn01956	4-Methylene-L-glutamate:ammonia ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00495[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00814[0]	(1) 4-Methylene-L-glutamate[c] + (1) ATP[c] + (1) NH3[c] <=> (1) 4-Methylene-L-glutamine[c] + (1) AMP[c] + (1) PPi[c]	OK	
rxn01957	4-Methylene-L-glutamine amidohydrolase	(1) cpd00001[0] + (1) cpd00814[0] <=> (1) cpd00013[0] + (1) cpd00495[0]	(1) 4-Methylene-L-glutamine[c] + (1) H2O[c] <=> (1) 4-Methylene-L-glutamate[c] + (1) NH3[c]	OK	
rxn01958	rxn01958	(1) cpd00495[0] <=> (1) cpd03596[0]	(1) 4-Methylene-L-glutamate[c] <=> (1) 4-Methylene-2-oxoglutarate[c]	MI:N-1/O1|CI:-1|HI:4	
rxn01959	D-Arabinono-1,4-lactone lactonohydrolase	(1) cpd00001[0] + (1) cpd00496[0] <=> (1) cpd00067[0] + (1) cpd00651[0]	(1) D-Arabinono-1,4-lactone[c] + (1) H2O[c] <=> (1) D-Arabinonate[c] + (1) H+[c]	OK	
rxn01960	D-Arabinono-1,4-lactone:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00496[0] <=> (1) cpd00025[0] + (1) cpd00067[0] + (1) cpd03757[0]	(1) D-Arabinono-1,4-lactone[c] + (1) O2[c] <=> (1) D-erythro-Ascorbate[c] + (1) H+[c] + (1) H2O2[c]	OK	
rxn01961	Xanthosine 5'-phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd00497[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd01217[0]	(1) H2O[c] + (1) XMP[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) Xanthosine[c]	OK	
rxn01962	XTP pyrophosphohydrolase	(1) cpd00001[0] + (1) cpd00530[0] <=> (1) cpd00012[0] + (1) cpd00497[0]	(1) H2O[c] + (1) XTP[c] <=> (1) PPi[c] + (1) XMP[c]	OK	
rxn01963	rxn01963	(1) cpd00020[0] + (1) cpd00102[0] <=> (1) cpd02636[0]	(1) Glyceraldehyde3-phosphate[c] + (1) Pyruvate[c] <=> (1) 4-Methyl-5--2-hydroxyethyl-thiazole[c]	MI:O-8/P-1/N1/S1|CI:2	
rxn01964	L-Serine hydro-lyase (adding indoleglycerol-phosphate)	(1) cpd00054[0] + (1) cpd02210[0] <=> (1) cpd00001[0] + (1) cpd00065[0] + (1) cpd00102[0]	(1) Indoleglycerol phosphate[c] + (1) L-Serine[c] <=> (1) Glyceraldehyde3-phosphate[c] + (1) H2O[c] + (1) L-Tryptophan[c]	OK	
rxn01965	rxn01965	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00160[0] <=> (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd03276[0]	(1) Cholesterol[c] + (1) H+[c] + (1) NADPH[c] + (1) O2[c] <=> (1) 22beta-Hydroxycholesterol[c] + (1) H2O[c] + (1) NADP[c]	OK	
rxn01966	alpha,alpha-Trehalose:orthophosphate beta-D-glucosyltransferase	(1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00794[0] <=> (1) cpd00027[0] + (1) cpd00501[0]	(1) H+[c] + (1) Phosphate[c] + (1) TRHL[c] <=> (1) D-Glucose[c] + (1) beta-D-Glucose 1-phosphate[c]	OK	
rxn01967	beta-D-Glucose 1-phosphate 1,6-phosphomutase	(1) cpd00501[0] <=> (1) cpd00863[0]	(1) beta-D-Glucose 1-phosphate[c] <=> (1) beta-D-Glucose 6-phosphate[c]	OK	
rxn01968	5-Formiminotetrahydrofolate:glycine N-formiminotransferase	(1) cpd00033[0] + (1) cpd00502[0] <=> (1) cpd00087[0] + (1) cpd01762[0]	(1) 5-Formiminotetrahydrofolate[c] + (1) Glycine[c] <=> (1) Formiminoglycine[c] + (1) Tetrahydrofolate[c]	OK	
rxn01969	D-Fructose-2,6-bisphosphate 6-phosphohydrolase	(1) cpd00001[0] + (1) cpd00503[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02085[0]	(1) D-Fructose 2,6-bisphosphate[c] + (1) H2O[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) beta-D-Fructose 2-phosphate[c]	OK	
rxn01971	ATP:D-fructose-6-phosphate 2-phosphotransferase	(1) cpd00002[0] + (1) cpd00072[0] <=> (1) cpd00008[0] + (1) cpd00503[0]	(1) ATP[c] + (1) D-fructose-6-phosphate[c] <=> (1) ADP[c] + (1) D-Fructose 2,6-bisphosphate[c]	OK	
rxn01972	N6-Acetyl-LL-2,6-diaminoheptanedioate amidohydrolase	(1) cpd00001[0] + (1) cpd02685[0] <=> (1) cpd00029[0] + (1) cpd00504[0]	(1) H2O[c] + (1) N-acetyl-LL-2,6-diaminopimelate[c] <=> (1) Acetate[c] + (1) LL-2,6-Diaminopimelate[c]	OK	
rxn01973	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase	(1) cpd00001[0] + (1) cpd02698[0] <=> (1) cpd00036[0] + (1) cpd00504[0]	(1) H2O[c] + (1) N-Succinyl-L-2,6-diaminopimelate[c] <=> (1) LL-2,6-Diaminopimelate[c] + (1) Succinate[c]	OK	
rxn01974	LL-2,6-Diaminoheptanedioate 2-epimerase	(1) cpd00504[0] <=> (1) cpd00516[0]	(1) LL-2,6-Diaminopimelate[c] <=> (1) meso-2,6-Diaminopimelate[c]	OK	
rxn01975	beta-D-Glucose-6-phosphate:NADP+ 1-oxoreductase	(1) cpd00006[0] + (1) cpd00863[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00911[0]	(1) NADP[c] + (1) beta-D-Glucose 6-phosphate[c] <=> (1) 6-phospho-D-glucono-1-5-lactone[c] + (1) H+[c] + (1) NADPH[c]	OK	
rxn01977	alpha-D-Glucose 6-phosphate ketol-isomerase	(1) cpd00079[0] <=> (1) cpd00863[0]	(1) D-glucose-6-phosphate[c] <=> (1) beta-D-Glucose 6-phosphate[c]	OK	
rxn01979	gamma-L-Glutamyl-L-cysteine:beta-alanine ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00085[0] + (1) cpd00506[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02766[0]	(1) ATP[c] + (1) beta-Alanine[c] + (1) gamma-Glutamylcysteine[c] <=> (1) ADP[c] + (1) H+[c] + (1) Phosphate[c] + (1) gamma-L-Glutamyl-L-cysteinyl-beta-alanine[c]	OK	
rxn01980	NADPH:bis-gamma-glutamylcystine oxidoreductase	(1) cpd00006[0] + (2) cpd00506[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd02287[0]	(1) NADP[c] + (2) gamma-Glutamylcysteine[c] <=> (1) Bis-gamma-glutamylcystine[c] + (1) H+[c] + (1) NADPH[c]	OK	
rxn01981	(5-L-Glutamyl)-L-amino-acid 5-glutamyltransferase (cyclizing)	(1) cpd00506[0] <=> (1) cpd00084[0] + (1) cpd01293[0]	(1) gamma-Glutamylcysteine[c] <=> (1) 5-Oxoproline[c] + (1) L-Cysteine[c]	OK	
rxn01982	2-Acyl-sn-glycero-3-phosphocholine acylhydrolase	(1) cpd00049[0] + (1) cpd00067[0] + (1) cpd00507[0] <=> (1) cpd00001[0] + (1) cpd02603[0]	(1) Carboxylic acid[c] + (1) Glycerophosphocholine[c] + (1) H+[c] <=> (1) 3-Lysolecithin[c] + (1) H2O[c]	OK	
rxn01983	1-Acyl-sn-glycero-3-phosphocholine acylhydrolase	(1) cpd00001[0] + (1) cpd02601[0] <=> (1) cpd00049[0] + (1) cpd00067[0] + (1) cpd00507[0]	(1) 2-Lysolecithin[c] + (1) H2O[c] <=> (1) Carboxylic acid[c] + (1) Glycerophosphocholine[c] + (1) H+[c]	OK	
rxn01985	Deoxyinosine:orthophosphate ribosyltransferase	(1) cpd00009[0] + (1) cpd00067[0] + (1) cpd03279[0] <=> (1) cpd00226[0] + (1) cpd00509[0]	(1) Deoxyinosine[c] + (1) H+[c] + (1) Phosphate[c] <=> (1) HYXN[c] + (1) deoxyribose-1-phosphate[c]	OK	
rxn01986	2-Deoxy-D-ribose 1-phosphate 1,5-phosphomutase	(1) cpd00509[0] <=> (1) cpd00510[0]	(1) deoxyribose-1-phosphate[c] <=> (1) deoxyribose-5-phosphate[c]	OK	
rxn01987	Deoxyribokinase	(1) cpd00008[0] + (1) cpd00510[0] <=> (1) cpd00002[0] + (1) cpd01242[0]	(1) ADP[c] + (1) deoxyribose-5-phosphate[c] <=> (1) ATP[c] + (1) Thyminose[c]	OK	
rxn01988	Deoxyribonucleotide 3'-phosphohydrolase	(1) cpd00001[0] + (1) cpd00512[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd01529[0]	(1) Deoxynucleoside 3'-phosphate[c] + (1) H2O[c] <=> (1) Deoxynucleoside[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn01989	D-Glucarate hydro-lyase	(1) cpd00609[0] <=> (1) cpd00001[0] + (1) cpd00515[0]	(1) D-Glucarate[c] <=> (1) 5-Dehydro-4-deoxy-D-glucarate[c] + (1) H2O[c]	OK	
rxn01990	5-Dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase	(1) cpd00515[0] <=> (1) cpd00020[0] + (1) cpd00843[0]	(1) 5-Dehydro-4-deoxy-D-glucarate[c] <=> (1) Pyruvate[c] + (1) Tartronate semialdehyde[c]	OK	
rxn01991	meso-2,6-diaminoheptanedioate:NADP+ oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00516[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd02414[0]	(1) H2O[c] + (1) NADP[c] + (1) meso-2,6-Diaminopimelate[c] <=> (1) H+[c] + (1) L-2-Amino-6-oxopimelate[c] + (1) NADPH[c] + (1) NH3[c]	OK	
rxn01992	ATP:acylglycerol 3-phosphotransferase	(1) cpd00002[0] + (1) cpd01297[0] <=> (1) cpd00008[0] + (1) cpd00517[0]	(1) ATP[c] + (1) Glyceride[c] <=> (1) 1-Acyl-sn-glycerol 3-phosphate[c] + (1) ADP[c]	OK	
rxn01993	2-Hydroxymuconate semialdehyde:NAD+ 6-oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00518[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd01644[0]	(1) 2-Hydroxymuconic semialdehyde[c] + (1) H2O[c] + (1) NAD[c] <=> (1) 2-Hydroxymuconate[c] + (2) H+[c] + (1) NADH[c]	OK	
rxn01994	rxn01994	(1) cpd00011[0] + (1) cpd00518[0] <=> (1) cpd00067[0] + (1) cpd02732[0]	(1) 2-Hydroxymuconic semialdehyde[c] + (1) CO2[c] <=> (1) 3-Carboxy-2-hydroxymuconate semialdehyde[c] + (1) H+[c]	OK	
rxn01995	(S)-Methylmalonyl-CoA hydrolase	(1) cpd00001[0] + (1) cpd00519[0] <=> (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd01468[0]	(1) D-methylmalonyl-CoA[c] + (1) H2O[c] <=> (1) CoA[c] + (1) H+[c] + (1) Methylmalonate[c]	OK	
rxn01996	(R)-2-Methyl-3-oxopropanoyl-CoA 2-epimerase	(1) cpd00891[0] <=> (1) cpd00519[0]	(1) L-methylmalonyl-CoA[c] <=> (1) D-methylmalonyl-CoA[c]	OK	
rxn01997	dTDPglucose 4,6-hydro-lyase	(1) cpd00626[0] <=> (1) cpd00001[0] + (1) cpd00521[0]	(1) dTDPglucose[c] <=> (1) H2O[c] + (1) dTDP-4-oxo-6-deoxy-D-glucose[c]	OK	
rxn01998	dTDP-4-acetamido-4,6-dideoxy-D-glucose:2-oxoglutarate	(1) cpd00010[0] + (1) cpd00024[0] + (1) cpd00067[0] + (1) cpd03582[0] <=> (1) cpd00022[0] + (1) cpd00023[0] + (1) cpd00521[0]	(1) 2-Oxoglutarate[c] + (1) CoA[c] + (1) H+[c] + (1) dTDP-4-acetamido-4,6-dideoxy-D-glucose[c] <=> (1) Acetyl-CoA[c] + (1) L-Glutamate[c] + (1) dTDP-4-oxo-6-deoxy-D-glucose[c]	OK	
rxn01999	dTDP-4-amino-4,6-dideoxy-D-glucose:2-oxoglutarate aminotransferase	(1) cpd00024[0] + (1) cpd02616[0] <=> (1) cpd00023[0] + (1) cpd00521[0]	(1) 2-Oxoglutarate[c] + (1) dTDP-4-amino-4,6-dideoxy-D-glucose[c] <=> (1) L-Glutamate[c] + (1) dTDP-4-oxo-6-deoxy-D-glucose[c]	OK	
rxn02000	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase	(1) cpd00521[0] <=> (1) cpd00522[0]	(1) dTDP-4-oxo-6-deoxy-D-glucose[c] <=> (1) dTDP-4-oxo-L-rhamnose[c]	OK	
rxn02001	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase	(1) cpd00521[0] <=> (1) cpd03171[0]	(1) dTDP-4-oxo-6-deoxy-D-glucose[c] <=> (1) GDP-4-oxo-L-rhamnose[c]	MI:N3|HI:1	
rxn02002	dTDP-6-deoxy-L-talose:NADP+ 4-oxidoreductase	(1) cpd00006[0] + (1) cpd02036[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00522[0]	(1) NADP[c] + (1) dTDP-6-deoxy-L-talose[c] <=> (1) H+[c] + (1) NADPH[c] + (1) dTDP-4-oxo-L-rhamnose[c]	OK	
rxn02003	dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase	(1) cpd00006[0] + (1) cpd02113[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00522[0]	(1) NADP[c] + (1) dTDP-rhamnose[c] <=> (1) H+[c] + (1) NADPH[c] + (1) dTDP-4-oxo-L-rhamnose[c]	OK	
rxn02004	Trehalose-6-phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd00523[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00794[0]	(1) H2O[c] + (1) Trehalose 6-phosphate[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) TRHL[c]	OK	
rxn02005	trehalose transport via PEP:Pyr PTS	(1) cpd00061[0] + (1) cpd00794[1] <=> (1) cpd00020[0] + (1) cpd00523[0]	(1) Phosphoenolpyruvate[c] + (1) TRHL[e] <=> (1) Pyruvate[c] + (1) Trehalose 6-phosphate[c]	OK	rxn09322
rxn02006	L-Glutamine:2,4,6/3,5-pentahydroxycyclohexanone aminotransferase	(1) cpd00053[0] + (1) cpd00524[0] <=> (1) cpd00695[0] + (1) cpd00892[0]	(1) 2-Inosose[c] + (1) L-Glutamine[c] <=> (1) 2-Oxoglutaramate[c] + (1) scyllo-Inosamine[c]	OK	
rxn02007	2,4,6/3,5-Pentahydroxycyclohexanone hydro-lyase	(1) cpd00524[0] <=> (1) cpd00001[0] + (1) cpd02631[0]	(1) 2-Inosose[c] <=> (1) DKDI[c] + (1) H2O[c]	OK	
rxn02008	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)	(1) cpd00002[0] + (1) cpd00186[0] + (1) cpd00890[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00525[0]	(1) ATP[c] + (1) D-Glutamate[c] + (1) UDP-N-acetylmuramoyl-L-alanine[c] <=> (1) ADP[c] + (1) H+[c] + (1) Phosphate[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate[c]	OK	
rxn02009	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine ligase	(1) cpd00002[0] + (1) cpd00039[0] + (1) cpd00525[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02861[0]	(1) ATP[c] + (1) L-Lysine[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate[c] <=> (1) ADP[c] + (1) H+[c] + (1) Phosphate[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine[c]	OK	
rxn02010	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine ligase	(1) cpd00002[0] + (1) cpd00039[0] + (1) cpd00525[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd03490[0]	(1) ATP[c] + (1) L-Lysine[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate[c] <=> (1) ADP[c] + (1) H+[c] + (1) Phosphate[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine[c]	OK	
rxn02011	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2,6-	(1) cpd00002[0] + (1) cpd00516[0] + (1) cpd00525[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02964[0]	(1) ATP[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate[c] + (1) meso-2,6-Diaminopimelate[c] <=> (1) ADP[c] + (1) H+[c] + (1) Phosphate[c] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate[c]	OK	
rxn02012	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate:NAD+	(1) cpd00003[0] + (1) cpd00526[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02829[0]	(1) Cholate[c] + (1) NAD[c] <=> (1) 3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate[c] + (1) H+[c] + (1) NADH[c]	OK	
rxn02013	3alpha,7alpha,12alpha-trihydroxy-5beta-cholanate:NADP+	(1) cpd00006[0] + (1) cpd00526[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00949[0]	(1) Cholate[c] + (1) NADP[c] <=> (1) 3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate[c] + (1) H+[c] + (1) NADPH[c]	OK	
rxn02014	Cholate:CoA ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00526[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd01237[0]	(1) ATP[c] + (1) Cholate[c] + (1) CoA[c] + (1) H+[c] <=> (1) AMP[c] + (1) Choloyl-CoA[c] + (1) PPi[c]	OK	
rxn02015	Taurocholate amidohydrolase	(1) cpd00001[0] + (1) cpd03047[0] <=> (1) cpd00210[0] + (1) cpd00526[0]	(1) H2O[c] + (1) Taurocholate[c] <=> (1) Cholate[c] + (1) Taurine[c]	OK	
rxn02016	rxn02016	(1) cpd00526[0] <=> (1) cpd00001[0] + (1) cpd08448[0]	(1) Cholate[c] <=> (1) 3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate[c] + (1) H2O[c]	OK	
rxn02017	11-epi-Prostaglandin F2alpha:NADP+ 11-oxidoreductase	(1) cpd03548[0] <=> (2) cpd00067[0] + (1) cpd00527[0]	(1) 11-epi-PGF2a[c] <=> (2) H+[c] + (1) Prostaglandin D2[c]	CI:2	
rxn02018	(5Z,13E)-(15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate:NADP+	(1) cpd00006[0] + (1) cpd00527[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd02897[0]	(1) NADP[c] + (1) Prostaglandin D2[c] <=> (1) (5Z,13E)-9alpha-Hydroxy-11,15-dioxoprosta-5,13-dienoate[c] + (1) H+[c] + (1) NADPH[c]	OK	
rxn02019	rxn02019	(1) cpd00527[0] <=> (1) cpd00001[0] + (1) cpd03546[0]	(1) Prostaglandin D2[c] <=> (1) H2O[c] + (1) PGJ2[c]	OK	
rxn02020	P1,P4-Bis(5'-nucleosyl)-tetraphosphate nucleotidohydrolase	(1) cpd00001[0] + (1) cpd02686[0] <=> (1) cpd00497[0] + (1) cpd00530[0]	(1) H2O[c] + (1) XppppX[c] <=> (1) XMP[c] + (1) XTP[c]	OK	
rxn02021	Hg:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00965[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00531[0]	(1) Hg[c] + (1) NADP[c] <=> (1) H+[c] + (1) Hg2+[c] + (1) NADPH[c]	OK	
rxn02022	Iodide:hydrogen-peroxide oxidoreductase	(1) cpd00025[0] + (2) cpd00067[0] + (2) cpd00534[0] <=> (2) cpd00001[0] + (1) cpd00994[0]	(2) H+[c] + (1) H2O2[c] + (2) I-[c] <=> (2) H2O[c] + (1) I2[c]	OK	
rxn02023	(R)-10-Hydroxystearate 10-hydro-lyase	(1) cpd02040[0] <=> (1) cpd00001[0] + (1) cpd00536[0]	(1) (R)-10-Hydroxystearate[c] <=> (1) H2O[c] + (1) Oleate[c]	OK	
rxn02024	2-Amino-4-hydroxypteridine aminohydrolase	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd00538[0] <=> (1) cpd00013[0] + (1) cpd02052[0]	(1) H+[c] + (1) H2O[c] + (1) Pterin[c] <=> (1) Lumazine[c] + (1) NH3[c]	OK	
rxn02025	2-Amino-4-hydroxypteridine:oxygen oxidoreductase (7-hydroxylating)	(1) cpd00007[0] + (1) cpd00538[0] <=> (1) cpd02466[0]	(1) O2[c] + (1) Pterin[c] <=> (1) Isoxanthopterin[c]	MI:O-1	
rxn02026	Serine-phosphoethanolamine ethanolaminephosphohydrolase	(1) cpd00001[0] + (1) cpd02415[0] <=> (1) cpd00054[0] + (1) cpd00285[0]	(1) H2O[c] + (1) Serine phosphoethanolamine[c] <=> (1) L-Serine[c] + (1) Phosphoethanolamine[c]	OK	
rxn02027	rxn02027	(1) cpd00054[0] <=> (1) cpd00547[0]	(1) L-Serine[c] <=> (1) Cysteine[c]	MI:O-1/S1	
rxn02028	Trimethylaminoacetate:L-homosysteine S-methyltransferase	(1) cpd00135[0] + (1) cpd00540[0] <=> (1) cpd00060[0] + (1) cpd00756[0]	(1) BET[c] + (1) Homocysteine[c] <=> (1) Dimethylglycine[c] + (1) L-Methionine[c]	OK	
rxn02029	5-Aminopentanoate:lipoate oxidoreductase (cyclizing)	(1) cpd00339[0] + (1) cpd00541[0] <=> (1) cpd00067[0] + (1) cpd00567[0] + (1) cpd01454[0]	(1) 5-Aminopentanoate[c] + (1) Lipoate[c] <=> (1) D-Proline[c] + (1) Dihydrolipoate[c] + (1) H+[c]	OK	
rxn02030	Acetaldehyde oxime hydro-lyase	(1) cpd01729[0] <=> (1) cpd00001[0] + (1) cpd00542[0]	(1) Aldoxime[c] <=> (1) H2O[c] + (1) R-CN[c]	MI:C-1/R1|HI:3	
rxn02031	orcinol,NADH:oxygen oxidoreductase (2-hydroxylating)	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00543[0] <=> (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd02118[0]	(1) H+[c] + (1) NADH[c] + (1) O2[c] + (1) Orcinol[c] <=> (1) 2,3,5-Trihydroxytoluene[c] + (1) H2O[c] + (1) NAD[c]	OK	
rxn02032	Orsellinate carboxy-lyase	(1) cpd00067[0] + (1) cpd01265[0] <=> (1) cpd00011[0] + (1) cpd00543[0]	(1) H+[c] + (1) Orsellinate[c] <=> (1) CO2[c] + (1) Orcinol[c]	OK	
rxn02033	pseudotropine:NADP+ 3-oxidoreductase	(1) cpd00006[0] + (1) cpd00544[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00580[0]	(1) NADP[c] + (1) Tropine[c] <=> (1) H+[c] + (1) NADPH[c] + (1) Tropinone[c]	OK	
rxn02034	Cortisol:NAD+ 11-oxidoreductase	(1) cpd00003[0] + (1) cpd00546[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00566[0]	(1) Cortisol[c] + (1) NAD[c] <=> (1) Cortisone[c] + (1) H+[c] + (1) NADH[c]	OK	
rxn02035	Cortisol:NADP+ 11-oxidoreductase	(1) cpd00006[0] + (1) cpd00546[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00566[0]	(1) Cortisol[c] + (1) NADP[c] <=> (1) Cortisone[c] + (1) H+[c] + (1) NADPH[c]	OK	
rxn02036	Acetyl-CoA:cortisol O-acetyltransferase	(1) cpd00022[0] + (1) cpd00546[0] <=> (1) cpd00010[0] + (1) cpd01824[0]	(1) Acetyl-CoA[c] + (1) Cortisol[c] <=> (1) CoA[c] + (1) Cortell[c]	OK	
