id	name	source	features	aliases
ftr03706	Energy conserving hydrogenase Eha transmembrane protein L	ModelSEED	null	msfr.3706
ftr03707	Energy conserving hydrogenase Eha protein M	ModelSEED	null	msfr.3707
ftr03708	Energy conserving hydrogenase Eha protein M2	ModelSEED	null	msfr.3708
ftr03709	Energy conserving hydrogenase Eha small subunit homolog (protein N)	ModelSEED	null	msfr.3709
ftr03710	Energy conserving hydrogenase Eha large subunit homolog (protein O)	ModelSEED	null	msfr.3710
ftr03711	Energy conserving hydrogenase Eha polyferredoxin (protein P)	ModelSEED	null	msfr.3711
ftr03712	Energy conserving hydrogenase Eha polyferredoxin domain (protein P')	ModelSEED	null	msfr.3712
ftr03713	Energy conserving hydrogenase Eha ferredoxin (protein P2)	ModelSEED	null	msfr.3713
ftr03714	Energy conserving hydrogenase Eha polyferredoxin (protein P3)	ModelSEED	null	msfr.3714
ftr03715	Energy conserving hydrogenase Eha polyferredoxin (protein P4)	ModelSEED	null	msfr.3715
ftr03716	Energy conserving hydrogenase Eha associated protein (protein R)	ModelSEED	null	msfr.3716
ftr03717	Energy conserving hydrogenase Eha associated protein (protein S)	ModelSEED	null	msfr.3717
ftr03718	Energy conserving hydrogenase Eha associated protein, ribokinase homolog (protein T)	ModelSEED	null	msfr.3718
ftr03719	Energy conserving hydrogenase Eha associated polyferredoxin	ModelSEED	null	msfr.3719
ftr03720	Energy conserving hydrogenase Eha associated gene 2	ModelSEED	null	msfr.3720
ftr03722	L-2,4-diaminobutyric acid acetyltransferase (EC 2.3.1.-)	ModelSEED	null	msfr.3722;L-2,4-diaminobutyric acid acetyltransferase (EC 2.3.1.178)
ftr03723	Diaminobutyrate-pyruvate aminotransferase (EC 2.6.1.46)	ModelSEED	null	msfr.3723
ftr03724	L-ectoine synthase (EC 4.2.1.-)	ModelSEED	null	msfr.3724;L-ectoine synthase (EC 4.2.1.108)
ftr03725	Ectoine hydroxylase (EC 1.17.-.-)	ModelSEED	null	msfr.3725 ;Ectoine hydroxylase
ftr03726	sodium- potassium/hydrogen antiporter subunit B1	ModelSEED	null	msfr.3726
ftr03727	sodium- potassium/hydrogen antiporter subunit C	ModelSEED	null	msfr.3727
ftr03728	PH adaptation potassium efflux system protein C	ModelSEED	null	msfr.3728
ftr03729	PH adaptation potassium efflux system protein B1	ModelSEED	null	msfr.3729
ftr03731	PH adaptation potassium efflux system protein B2	ModelSEED	null	msfr.3731
ftr03732	sodium- potassium/hydrogen antiporter subunit B2	ModelSEED	null	msfr.3732
ftr03733	sodium- potassium/hydrogen antiporter subunit G	ModelSEED	null	msfr.3733
ftr03734	sodium- potassium/hydrogen antiporter subunit E	ModelSEED	null	msfr.3734
ftr03735	sodium- potassium/hydrogen antiporter subunit D	ModelSEED	null	msfr.3735
ftr03736	PH adaptation potassium efflux system protein E	ModelSEED	null	msfr.3736
ftr03737	PH adaptation potassium efflux system protein G	ModelSEED	null	msfr.3737
ftr03738	monovalent cation/proton antiporter subunit, putative [EC:1.6.5.3] [KO:K00341]	ModelSEED	null	msfr.3738
ftr03739	hypothetical protein	ModelSEED	null	msfr.3739
ftr03741	sodium- potassium/hydrogen antiporter subunit A	ModelSEED	null	msfr.3741
ftr03742	Na(+) H(+) antiporter subunit A	ModelSEED	null	msfr.3742
ftr03743	putative Na(+) H(+) antiporter subunit D	ModelSEED	null	msfr.3743
ftr03744	Na(+) H(+) antiporter subunit B	ModelSEED	null	msfr.3744
ftr03745	putative, Na(+) H(+) antiporter subunit D	ModelSEED	null	msfr.3745
ftr03746	Putative Holliday junction resolvase	ModelSEED	null	msfr.3746
ftr03747	internalin, putative	ModelSEED	null	msfr.3747
ftr03748	internalin, putative (LPXTG motif)	ModelSEED	null	msfr.3748
ftr03749	Internalin A (LPXTG motif)	ModelSEED	null	msfr.3749
ftr03750	Internalin B (GW modules)	ModelSEED	null	msfr.3750
ftr03751	Internalin C2 (LPXTG motif)	ModelSEED	null	msfr.3751
ftr03752	Internalin D (LPXTG motif)	ModelSEED	null	msfr.3752
ftr03753	Internalin E (LPXTG motif)	ModelSEED	null	msfr.3753
ftr03754	Internalin G (LPXTG motif)	ModelSEED	null	msfr.3754
ftr03755	Internalin H (LPXTG motif)	ModelSEED	null	msfr.3755
ftr03756	Internalin-like protein (LPXTG motif) Lmo0610 homolog	ModelSEED	null	msfr.3756
ftr03757	Internalin-like protein (LPXTG motif) Lmo1136 homolog	ModelSEED	null	msfr.3757
ftr03758	Internalin-like protein (LPXTG motif) Lmo1289 homolog	ModelSEED	null	msfr.3758
ftr03759	Internalin-like protein (LPXTG motif) Lmo1290 homolog	ModelSEED	null	msfr.3759
ftr03760	Internalin-like protein (LPXTG motif) Lmo0514 homolog	ModelSEED	null	msfr.3760
ftr03761	Internalin-like protein (LPXTG motif) Lmo2026 homolog	ModelSEED	null	msfr.3761
ftr03764	Internalin-like protein (LPXTG motif) Lmo0327 homolog	ModelSEED	null	msfr.3764
ftr03765	Internalin-like protein (LPXTG motif) Lmo0331 homolog	ModelSEED	null	msfr.3765
ftr03766	Internalin-like protein (LPXTG motif) Lmo0333 homolog	ModelSEED	null	msfr.3766
ftr03767	Internalin-like protein (LPXTG motif) Lin1204 homolog	ModelSEED	null	msfr.3767
ftr03768	Internalin-like protein (LPXTG motif) Lmof0365 homolog	ModelSEED	null	msfr.3768
ftr03769	Internalin-like protein (LPXTG motif) Lin0739 homolog	ModelSEED	null	msfr.3769
ftr03770	Internalin-like protein (LPXTG motif) Lin0740 homolog	ModelSEED	null	msfr.3770
ftr03771	Internalin-like protein (LPXTG motif) Lmo0732 homolog	ModelSEED	null	msfr.3771
ftr03772	Internalin-like protein (LPXTG motif) Lin0290 homolog	ModelSEED	null	msfr.3772
ftr03773	Internalin-like protein Lin0295 homolog	ModelSEED	null	msfr.3773
ftr03774	Internalin-like protein (LPXTG motif) Lmo2821 homolog	ModelSEED	null	msfr.3774
ftr03775	Internalin-like protein (LPXTG motif) Lmo2396 homolog	ModelSEED	null	msfr.3775
ftr03776	Internalin-like protein (LPXTG motif) Lmo0409 homolog	ModelSEED	null	msfr.3776
ftr03777	Internalin-like protein (LPXTG motif) Lin0661 homolog	ModelSEED	null	msfr.3777
ftr03779	Internalin C	ModelSEED	null	msfr.3779
ftr03780	Internalin-like protein Lmo0549 homolog	ModelSEED	null	msfr.3780
ftr03781	Internalin-like protein Lmo2470 homolog	ModelSEED	null	msfr.3781
ftr03782	Internalin-like protein Lmo2445 homolog	ModelSEED	null	msfr.3782
ftr03783	Internalin-like protein Lin2537 homolog	ModelSEED	null	msfr.3783
ftr03784	Internalin-like protein (LPXTG motif) Lin0372 homolog	ModelSEED	null	msfr.3784
ftr03785	Internalin-like protein (LPXTG motif) Lmo0801 homolog	ModelSEED	null	msfr.3785
ftr03786	Internalin-like protein (LPXTG motif) Lmo0171 homolog	ModelSEED	null	msfr.3786
ftr03787	DMSP demethylase transcriptional regulator	ModelSEED	null	msfr.3787
ftr03788	DMSP demethylase (DmdA) (EC 2.1.2.10)	ModelSEED	null	msfr.3788;Dimethylsulfoniopropionate demethylase (EC 2.1.1.269)
ftr03790	DMSP breakdown glyoxylase protein	ModelSEED	null	msfr.3790
ftr03791	Aminotransferase involved in DMSP breakdown	ModelSEED	null	msfr.3791
ftr03792	DMSP breakdown hydrolase protein	ModelSEED	null	msfr.3792
ftr03793	ATP-dependent DNA helicase UvrD/PcrA	ModelSEED	null	msfr.3793;ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)
ftr03794	ATP-dependent DNA helicase Rep	ModelSEED	null	msfr.3794
ftr03795	ATP-dependent DNA helicase UvrD/PcrA/Rep	ModelSEED	null	msfr.3795
ftr03796	ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 1	ModelSEED	null	msfr.3796
ftr03797	ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 2	ModelSEED	null	msfr.3797
ftr03798	DNA helicase IV	ModelSEED	null	msfr.3798;DNA helicase IV (EC 3.6.4.12)
ftr03799	putative ATP-dependent DNA helicase YjcD	ModelSEED	null	msfr.3799
ftr03800	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)	ModelSEED	null	msfr.3800
ftr03801	ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog	ModelSEED	null	msfr.3801
ftr03802	ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog 2	ModelSEED	null	msfr.3802
ftr03803	ATP-dependent DNA helicase UvrD/PcrA, proteobacterial paralog	ModelSEED	null	msfr.3803
ftr03804	ATP-dependent DNA helicase UvrD/PcrA/Rep family, Francisella type	ModelSEED	null	msfr.3804
ftr03805	Plasmid conjugative transfer DNA helicase TrhI	ModelSEED	null	msfr.3805
ftr03806	Conjugative transposon transfer DNA helicase	ModelSEED	null	msfr.3806
ftr03807	ATP-dependent DNA helicase UvrD/PcrA/Rep, cyanobacterial paralog	ModelSEED	null	msfr.3807
ftr03808	ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog	ModelSEED	null	msfr.3808
ftr03809	Threonine dehydratase (EC 4.3.1.19)	ModelSEED	null	msfr.3809
ftr03810	Threonine dehydratase biosynthetic (EC 4.3.1.19)	ModelSEED	null	msfr.3810
ftr03811	Valine--pyruvate aminotransferase (EC 2.6.1.66)	ModelSEED	null	msfr.3811
ftr03812	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	ModelSEED	null	msfr.3812
ftr03813	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	ModelSEED	null	msfr.3813
ftr03814	2-isopropylmalate synthase (EC 2.3.3.13)	ModelSEED	null	msfr.3814
ftr03815	(R)-citramalate synthase (EC 2.3.1.182)	ModelSEED	null	msfr.3815
ftr03816	Unspecified monosaccharide ABC transport system, permease component Ia (FIG025991)	ModelSEED	null	msfr.3816
ftr03817	Unspecified monosaccharide ABC transport system, permease component Ib (FIG143636)	ModelSEED	null	msfr.3817
ftr03818	Unspecified monosaccharide ABC transport system, substrate-binding component	ModelSEED	null	msfr.3818
ftr03819	Transcriptional regulator in cluster with Zn-dependent hydrolase	ModelSEED	null	msfr.3819
ftr03820	Cell division protein FtsK	ModelSEED	null	msfr.3820;DNA translocase FtsK
ftr03821	ACT domain protein	ModelSEED	null	msfr.3821
ftr03823	FIG007042: hypothetical protein	ModelSEED	null	msfr.3823
ftr03824	FIG003568: hypothetical protein	ModelSEED	null	msfr.3824
ftr03825	TRAP transporter solute receptor, unknown substrate 8	ModelSEED	null	msfr.3825
ftr03826	TRAP dicarboxylate transporter, DctQ subunit, unknown substrate 8	ModelSEED	null	msfr.3826
ftr03827	TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8	ModelSEED	null	msfr.3827
ftr03828	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)	ModelSEED	null	msfr.3828
ftr03829	hydroxycinnamoyl-CoA: shikimate/quinate hydroxycinnamoyltransferase	ModelSEED	null	msfr.3829
ftr03830	FIGfam005179	ModelSEED	null	msfr.3830
ftr03831	Homoserine kinase (EC 2.7.1.39)	ModelSEED	null	msfr.3831
ftr03832	Organic hydroperoxide resistance transcriptional regulator	ModelSEED	null	msfr.3832
ftr03833	Organic hydroperoxide resistance protein	ModelSEED	null	msfr.3833
ftr03834	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	ModelSEED	null	msfr.3834
ftr03835	Putative phosphatase YfbT	ModelSEED	null	msfr.3835
ftr03836	Putative phosphatase YqaB	ModelSEED	null	msfr.3836;Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-)
ftr03837	Putative phosphatase YieH	ModelSEED	null	msfr.3837
ftr03838	2-deoxyglucose-6-phosphate hydrolase YniC	ModelSEED	null	msfr.3838;2-deoxyglucose-6-phosphate hydrolase (EC 3.1.3.68)
ftr03839	Biotin carboxyl carrier protein of ACAC1	ModelSEED	null	msfr.3839
ftr03840	Biotin carboxylase of ACAC1 (EC 6.3.4.14)	ModelSEED	null	msfr.3840
ftr03841	Acetyl-coenzyme A carboxyl transferase of ACAC1 (EC 6.4.1.2)	ModelSEED	null	msfr.3841
ftr03842	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38)	ModelSEED	null	msfr.3842
ftr03843	Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9)	ModelSEED	null	msfr.3843;Enoyl-[acyl-carrier-protein] reductase [NADPH, Si-specific] (EC 1.3.1.10)
ftr03844	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61)	ModelSEED	null	msfr.3844
ftr03845	[Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-)	ModelSEED	null	msfr.3845
ftr03846	Acyl carrier protein of FASI	ModelSEED	null	msfr.3846
ftr03847	3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100)	ModelSEED	null	msfr.3847
ftr03848	3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)	ModelSEED	null	msfr.3848
ftr03849	[Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39)	ModelSEED	null	msfr.3849
ftr03850	Oleoyl-[acyl carrier protein] thioesterase of FASI (EC 3.1.2.14)	ModelSEED	null	msfr.3850
ftr03851	4'-phosphopantetheinyl transferase of FASI (EC 2.7.8.7)	ModelSEED	null	msfr.3851
ftr03852	Fatty acyl-coenzyme A elongase 1	ModelSEED	null	msfr.3852
ftr03853	Fatty acyl-coenzyme A elongase 2	ModelSEED	null	msfr.3853
ftr03854	Fatty acyl-coenzyme A elongase 3	ModelSEED	null	msfr.3854
ftr03855	Fatty acyl-coenzyme A elongase	ModelSEED	null	msfr.3855
ftr03856	3-oxoacyl-coenzyme A reductase of elongase (EC 1.1.1.62)	ModelSEED	null	msfr.3856
ftr03858	Trans-2,3-enoyl-cozyme A reductase of elongase (EC 1.-.-.-)	ModelSEED	null	msfr.3858
ftr03859	Possible divergent polysaccharide deacetylase	ModelSEED	null	msfr.3859
ftr03860	Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	ModelSEED	null	msfr.3860;Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase
ftr03861	Carboxyl-terminal protease (EC 3.4.21.102)	ModelSEED	null	msfr.3861
ftr03862	Peptidase M23B precursor	ModelSEED	null	msfr.3862
ftr03863	promoter region for PTS region, with flanking inverted repeats	ModelSEED	null	msfr.3863
ftr03864	Site-specific recombinase Mpi	ModelSEED	null	msfr.3864
ftr03865	Tyrosine type site-specific recombinase, Mpi regulator	ModelSEED	null	msfr.3865
ftr03866	Transcription antitermination protein UpdY	ModelSEED	null	msfr.3866
ftr03867	UpdZ protein	ModelSEED	null	msfr.3867
ftr03868	Tyrosine type site-specific recombinase, probable regulator for PS locus	ModelSEED	null	msfr.3868
ftr03869	Hypothetical protein clustered with UpdY	ModelSEED	null	msfr.3869
ftr03870	FIG048477: Hypothetical protein	ModelSEED	null	msfr.3870
ftr03871	FIG045364: Hypothetical protein	ModelSEED	null	msfr.3871
ftr03872	Chitin catabolic cascade sensor histidine kinase ChiS	ModelSEED	null	msfr.3872
ftr03873	(GlcNAc)2 ABC transporter, periplasmic substrate-binding protein	ModelSEED	null	msfr.3873;(GlcNAc)2 ABC transporter, substrate-binding protein
ftr03874	(GlcNAc)2 ABC transporter, permease component 1	ModelSEED	null	msfr.3874;(GlcNAc)2 ABC transporter, permease protein 1
ftr03875	(GlcNAc)2 ABC transporter, permease component 2	ModelSEED	null	msfr.3875;(GlcNAc)2 ABC transporter, permease protein 2
ftr03876	(GlcNAc)2 ABC transporter, ATP-binding component 1	ModelSEED	null	msfr.3876;(GlcNAc)2 ABC transporter, ATP-binding protein 1
ftr03877	(GlcNAc)2 ABC transporter, ATP-binding component 2	ModelSEED	null	msfr.3877;(GlcNAc)2 ABC transporter, ATP-binding protein 2
ftr03878	Glucosamine-link cellobiase (EC 3.2.1.21)	ModelSEED	null	msfr.3878;Glucosaminyl-1,4-glucosamine-6-phosphate hydrolase
ftr03879	Glucosamine kinase GpsK (EC 2.7.1.8)	ModelSEED	null	msfr.3879
ftr03880	Beta-hexosaminidase (EC 3.2.1.52)	ModelSEED	null	msfr.3880;beta-N-acetylglucosaminidase (EC 3.2.1.52)
ftr03881	Chitobiose phosphorylase (EC 2.4.1.-)	ModelSEED	null	msfr.3881
ftr03882	GlcNAc phosphomutase (EC 5.4.2.3)	ModelSEED	null	msfr.3882;N-acetylglucosamine phosphomutase (EC 5.4.2.3)
ftr03883	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	ModelSEED	null	msfr.3883;Photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)
ftr03884	photosystem I iron-sulfur center subunit VII (PsaC)	ModelSEED	null	msfr.3884;Photosystem I iron-sulfur center (EC 1.97.1.12)
ftr03885	photosystem I subunit II (PsaD)	ModelSEED	null	msfr.3885;Photosystem I subunit II (PsaD)
ftr03886	photosystem I subunit IV (PsaE)	ModelSEED	null	msfr.3886;Photosystem I subunit IV (PsaE)
ftr03887	photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein (PsaF)	ModelSEED	null	msfr.3887;Photosystem I subunit III, plastocyanin (cyt c553) docking protein (PsaF)
ftr03888	photosystem I subunit IX (PsaJ)	ModelSEED	null	msfr.3888;Photosystem I subunit IX (PsaJ)
ftr03889	photosystem I subunit X (PsaK, PsaK1)	ModelSEED	null	msfr.3889;Photosystem I subunit X (PsaK, PsaK1)
ftr03890	alternative photosystem I reaction center subunit X (PsaK2)	ModelSEED	null	msfr.3890;Alternative photosystem I reaction center subunit X (PsaK2)
ftr03892	photosystem I subunit V (PsaG/PsaK)	ModelSEED	null	msfr.3892
ftr03893	photosystem I subunit XI (PsaL)	ModelSEED	null	msfr.3893;Photosystem I subunit XI (PsaL)
ftr03894	photosystem I subunit VIII (PsaI)	ModelSEED	null	msfr.3894;Photosystem I subunit VIII (PsaI)
ftr03895	photosystem I subunit XII (PsaM)	ModelSEED	null	msfr.3895;Photosystem I subunit XII (PsaM)
ftr03896	photosystem I 4.8K protein (PsaX)	ModelSEED	null	msfr.3896;Photosystem I 4.8K protein (PsaX)
ftr03897	photosystem I subunit VI (PsaH)	ModelSEED	null	msfr.3897
ftr03898	photosystem I subunit PsaN	ModelSEED	null	msfr.3898
ftr03899	photosystem I subunit PsaO	ModelSEED	null	msfr.3899
ftr03900	photosystem I assembly related protein Ycf3	ModelSEED	null	msfr.3900;Photosystem I assembly related protein Ycf3
ftr03901	photosystem I assembly related protein Ycf4	ModelSEED	null	msfr.3901;Photosystem I assembly related protein Ycf4
ftr03902	photosystem I assembly related protein Ycf37	ModelSEED	null	msfr.3902;Photosystem I assembly related protein Ycf37
ftr03903	photosystem I biogenesis protein BtpA	ModelSEED	null	msfr.3903;Photosystem I biogenesis protein BtpA
ftr03904	Transcriptional regulator, TetR family	ModelSEED	null	msfr.3904;Transcriptional regulator, AcrR family
ftr03905	Na(+) H(+) antiporter subunit C	ModelSEED	null	msfr.3905
ftr03906	Na(+) H(+) antiporter subunit D	ModelSEED	null	msfr.3906
ftr03907	Na(+) H(+) antiporter subunit E	ModelSEED	null	msfr.3907
ftr03908	Na(+) H(+) antiporter subunit F	ModelSEED	null	msfr.3908
ftr03909	Na(+) H(+) antiporter subunit G	ModelSEED	null	msfr.3909
ftr03910	Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2)	ModelSEED	null	msfr.3910
ftr03911	Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2)	ModelSEED	null	msfr.3911
ftr03912	Polysaccharide intercellular adhesin (PIA) biosynthesis N-glycosyltransferase IcaA (EC 2.4.-.-)	ModelSEED	null	msfr.3912
ftr03913	Polysaccharide intercellular adhesin (PIA) biosynthesis deacetylase IcaB (EC 3.-.-.-)	ModelSEED	null	msfr.3913
ftr03914	Polysaccharide intercellular adhesin (PIA) biosynthesis protein IcaC	ModelSEED	null	msfr.3914
ftr03915	Polysaccharide intercellular adhesin (PIA) biosynthesis protein IcaD	ModelSEED	null	msfr.3915
ftr03916	Biofilm operon icaABCD HTH-type negative transcriptional regulator IcaR	ModelSEED	null	msfr.3916
ftr03917	Accumulation-associated protein AAP	ModelSEED	null	msfr.3917
ftr03918	Antiadhesin Pls, binding to squamous nasal epithelial cells	ModelSEED	null	msfr.3918
ftr03919	Transcriptional regulator of biofilm formation (AraC/XylS family)	ModelSEED	null	msfr.3919
ftr03920	Teicoplanin-resistance associated HTH-type transcriptional regulator TcaR	ModelSEED	null	msfr.3920
ftr03921	Staphylococcal accessory regulator A (SarA)	ModelSEED	null	msfr.3921
ftr03922	RNA polymerase sigma factor SigB	ModelSEED	null	msfr.3922
ftr03923	NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3)	ModelSEED	null	msfr.3923
ftr03924	F420H2:quinone oxidoreductase, 11.2 kDa subunit, putative	ModelSEED	null	msfr.3924
ftr03925	chloroplast NADH dehydrogenase ND4	ModelSEED	null	msfr.3925
ftr03926	NADH dehydrogenase, subunit 5	ModelSEED	null	msfr.3926
ftr03927	NADH dehydrogenase subunit 2	ModelSEED	null	msfr.3927
ftr03928	NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2)	ModelSEED	null	msfr.3928
ftr03929	NADH dehydrogenase subunit 4L	ModelSEED	null	msfr.3929
ftr03930	NADH dehydrogenase subunit 3	ModelSEED	null	msfr.3930
ftr03931	NADH dehydrogenase subunit 6	ModelSEED	null	msfr.3931
ftr03932	NADH dehydrogenase subunit 1	ModelSEED	null	msfr.3932
ftr03933	NAD(P)H-quinone oxidoreductase chain 1	ModelSEED	null	msfr.3933
ftr03934	NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	ModelSEED	null	msfr.3934
ftr03935	NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2)	ModelSEED	null	msfr.3935
ftr03936	NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	ModelSEED	null	msfr.3936
ftr03937	NAD(P)H-quinone oxidoreductase chain K (EC 1.6.5.2)	ModelSEED	null	msfr.3937
ftr03938	NAD(P)H-quinone oxidoreductase chain 5 (EC 1.6.5.2)	ModelSEED	null	msfr.3938
ftr03939	NADH dehydrogenase I subunit 4, Involved in photosystem-1 cyclic electron flow	ModelSEED	null	msfr.3939
