SCENARIO	REACTION
Phenylalanine and Tyrosine Branches from Chorismate:Chorismate to Phenylalanine:2:reactions	R01373
Phenylalanine and Tyrosine Branches from Chorismate:Chorismate to Phenylalanine:2:reactions	R01715
Phenylalanine and Tyrosine Branches from Chorismate:Chorismate to Phenylalanine:2:reactions	R00694
Phenylalanine and Tyrosine Branches from Chorismate:Chorismate to Phenylalanine:2:reactions	R01731
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:17:reactions	R03321
dTDP-rhamnose synthesis:Glucose1P to dTDP rhamnose:1:reactions	R02777
dTDP-rhamnose synthesis:Glucose1P to dTDP rhamnose:1:reactions	R06514
dTDP-rhamnose synthesis:Glucose1P to dTDP rhamnose:1:reactions	R06513
dTDP-rhamnose synthesis:Glucose1P to dTDP rhamnose:1:reactions	R02328
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:6:reactions	R00621
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R00670
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R02869
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R01401
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R00178
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R00566
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R01157
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R01416
Polyamine Metabolism:Spermidine to Spermine:1:reactions	R01152
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R01811
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R02705
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R00414
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R02060
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R00768
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R00420
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R01207
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R01117
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R00416
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R02087
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R01804
Sialic Acid Metabolism:UDP N acetylglucosamine to N acetylneuraminate:2:reactions	R05332
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R01931
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00847
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R01470
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R01034
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00848
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00090
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00846
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R01030
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00842
Glycerol and Glycerol-3-phosphate Uptake and Utilization:Glycerophosphoethanolamine to GlyceroneP and Ethanolamine:4:reactions	R00844
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R03027
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R03276
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01977
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01688
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R03026
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01975
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01976
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01174
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R01171
Acetyl-CoA fermentation to Butyrate:AcetylCoA to CrotonoylCoA:3:reactions	R00238
Benzoate degradation:Benzoate to Hydroxybenzoate:1:reactions	R05622
Benzoate degradation:Benzoate to Hydroxybenzoate:1:reactions	R00813
Benzoate degradation:Benzoate to Hydroxybenzoate:1:reactions	R01295
Benzoate degradation:Benzoate to Hydroxybenzoate:1:reactions	R05621
pyrimidine conversions:dCMP to dTMP:4:reactions	R00516
pyrimidine conversions:dCMP to dTMP:4:reactions	R02099
pyrimidine conversions:dCMP to dTMP:4:reactions	R00157
pyrimidine conversions:dCMP to dTMP:4:reactions	R01411
pyrimidine conversions:dCMP to dTMP:4:reactions	R02092
pyrimidine conversions:dCMP to dTMP:4:reactions	R02331
pyrimidine conversions:dCMP to dTMP:4:reactions	R01567
pyrimidine conversions:dCMP to dTMP:4:reactions	R00570
pyrimidine conversions:dCMP to dTMP:4:reactions	R01877
pyrimidine conversions:dCMP to dTMP:4:reactions	R06613
pyrimidine conversions:dCMP to dTMP:4:reactions	R02330
pyrimidine conversions:dCMP to dTMP:4:reactions	R02101
pyrimidine conversions:dCMP to dTMP:4:reactions	R00159
pyrimidine conversions:dCMP to dTMP:4:reactions	R00513
pyrimidine conversions:dCMP to dTMP:4:reactions	R00969
pyrimidine conversions:dCMP to dTMP:4:reactions	R00569
pyrimidine conversions:dCMP to dTMP:4:reactions	R03538
pyrimidine conversions:dCMP to dTMP:4:reactions	R02094
pyrimidine conversions:dCMP to dTMP:4:reactions	R01878
pyrimidine conversions:dCMP to dTMP:4:reactions	R02296
pyrimidine conversions:dCMP to dTMP:4:reactions	R02485
pyrimidine conversions:dCMP to dTMP:4:reactions	R02093
pyrimidine conversions:dCMP to dTMP:4:reactions	R00517
pyrimidine conversions:dCMP to dTMP:4:reactions	R00511
pyrimidine conversions:dCMP to dTMP:4:reactions	R02370
pyrimidine conversions:dCMP to dTMP:4:reactions	R00966
pyrimidine conversions:dCMP to dTMP:4:reactions	R02098
pyrimidine conversions:dCMP to dTMP:4:reactions	R00514
pyrimidine conversions:dCMP to dTMP:4:reactions	R01669
pyrimidine conversions:dCMP to dTMP:4:reactions	R00156
pyrimidine conversions:dCMP to dTMP:4:reactions	R00968
pyrimidine conversions:dCMP to dTMP:4:reactions	R00568
pyrimidine conversions:dCMP to dTMP:4:reactions	R00963
pyrimidine conversions:dCMP to dTMP:4:reactions	R00155
pyrimidine conversions:dCMP to dTMP:4:reactions	R02504
pyrimidine conversions:dCMP to dTMP:4:reactions	R00573
pyrimidine conversions:dCMP to dTMP:4:reactions	R02095
pyrimidine conversions:dCMP to dTMP:4:reactions	R02325
pyrimidine conversions:dCMP to dTMP:4:reactions	R00722
pyrimidine conversions:dCMP to dTMP:4:reactions	R02137
pyrimidine conversions:dCMP to dTMP:4:reactions	R01570
pyrimidine conversions:dCMP to dTMP:4:reactions	R03929
pyrimidine conversions:dCMP to dTMP:4:reactions	R01664
pyrimidine conversions:dCMP to dTMP:4:reactions	R01080
pyrimidine conversions:dCMP to dTMP:4:reactions	R00512
pyrimidine conversions:dCMP to dTMP:4:reactions	R00158
pyrimidine conversions:dCMP to dTMP:4:reactions	R00964
pyrimidine conversions:dCMP to dTMP:4:reactions	R01666
pyrimidine conversions:dCMP to dTMP:4:reactions	R01876
pyrimidine conversions:dCMP to dTMP:4:reactions	R00571
pyrimidine conversions:dCMP to dTMP:4:reactions	R02016
pyrimidine conversions:dCMP to dTMP:4:reactions	R01667
pyrimidine conversions:dCMP to dTMP:4:reactions	R02326
pyrimidine conversions:dCMP to dTMP:4:reactions	R00970
pyrimidine conversions:dCMP to dTMP:4:reactions	R00510
pyrimidine conversions:dCMP to dTMP:4:reactions	R01668
pyrimidine conversions:dCMP to dTMP:4:reactions	R01665
pyrimidine conversions:dCMP to dTMP:4:reactions	R00974
pyrimidine conversions:dCMP to dTMP:4:reactions	R01569
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:57:reactions	R00621
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04441
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01088
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01090
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R00996
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R05068
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04672
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01434
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01215
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R02199
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R05069
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04426
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01214
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R05071
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04001
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04440
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R04673
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R03968
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R02196
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R01213
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R05070
Branched-Chain Amino Acid Biosynthesis:Oxoisovalerate to Valine:3:reactions	R00014
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:13:reactions	R03321
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:14:reactions	R00621
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:4:reactions	R03321
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00907
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00221
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00369
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R01148
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R01215
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00220
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R04187
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00401
Pyruvate Alanine Serine Interconversions:L Alanine to Pyruvate:2:reactions	R00396
