Class	Sub-class	Name	Role	Reaction
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02358
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Similar to eukaryotic Peptidyl prolyl 4-hydroxylase, alpha subunit (EC 1.14.11.2)	rxn00932
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Glutamate 5-kinase (EC 2.7.2.11)	rxn00179
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Late competence protein ComER, proline oxidase (EC 1.5.1.2)	rxn00931
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00929
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00931
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00929
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00931
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02356
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02358
Carbohydrates	-	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00214
Carbohydrates	-	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00295
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	rxn01123
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn00328
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn03884
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn01115
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	rxn01476
Carbohydrates	-	Sugar_utilization_in_Thermotoga	D-mannonate oxidoreductase (EC 1.1.1.57)	rxn01775
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucokinase (EC 2.7.1.2)	rxn00216
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucokinase (EC 2.7.1.2)	rxn01169
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Gluconokinase (EC 2.7.1.12)	rxn01275
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn00604
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn01975
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Mannonate dehydratase (EC 4.2.1.8)	rxn03885
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Phosphogluconate dehydratase (EC 4.2.1.12)	rxn01477
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Uronate isomerase (EC 5.3.1.12)	rxn01080
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Uronate isomerase (EC 5.3.1.12)	rxn01457
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-galactosidase (EC 3.2.1.23)	rxn00816
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn00020
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn00222
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn09978
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn09979
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Glucokinase (EC 2.7.1.2)	rxn00216
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Glucokinase (EC 2.7.1.2)	rxn01169
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	rxn00552
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Mannose-6-phosphate isomerase (EC 5.3.1.8)	rxn00559
Carbohydrates	-	Sugar_utilization_in_Thermotogales	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	rxn01484
Carbohydrates	-	Sugar_utilization_in_Thermotogales	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	rxn01506
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Xylose isomerase (EC 5.3.1.5)	rxn00223
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Xylose isomerase (EC 5.3.1.5)	rxn01044
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Xylulose kinase (EC 2.7.1.17)	rxn01199
Carbohydrates	-	Sugar_utilization_in_Thermotogales	novel N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	rxn00892
Carbohydrates	Aminosugars	(GlcNAc)2_Catabolic_Operon	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	rxn00552
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	rxn00552
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	rxn01484
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	rxn05485
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	rxn05485
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	novel N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	rxn00892
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	predicted N-acetylglucosamine kinase, glucokinase-like (EC 2.7.1.59)	rxn00892
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn00545
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn01343
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn02314
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn00910
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn04954
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Acetate kinase (EC 2.7.2.1)	rxn00225
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Acetate kinase (EC 2.7.2.1)	rxn00985
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00173
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00670
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Carbonic anhydrase (EC 4.2.1.1)	rxn00102
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Chloride channel protein	rxn10473
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Ribulose bisphosphate carboxylase (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	2,3-diketo-5-methylthiopentyl-1-phosphate enolase	rxn05105
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	rxn00549
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)	rxn00549
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	rxn00549
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, type V, archaeal (EC 3.1.3.11)	rxn00549
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn00786
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn01334
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn00786
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn01334
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn01870
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	rxn00781
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	rxn00782
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn00781
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn01331
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	rxn00782
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Phosphoglycerate kinase (EC 2.7.2.3)	rxn01100
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Phosphoribulokinase (EC 2.7.1.19)	rxn01111
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	rxn00777
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	rxn00777
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribulose bisphosphate carboxylase (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rxn01116
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Sedoheptulose-1,7-bisphosphatase (EC 3.1.3.37)	rxn01345
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase (EC 2.2.1.1)	rxn00785
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase (EC 2.2.1.1)	rxn01200
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, C-terminal section (EC 2.2.1.1)	rxn00785
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, C-terminal section (EC 2.2.1.1)	rxn01200
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, N-terminal section (EC 2.2.1.1)	rxn00785
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, N-terminal section (EC 2.2.1.1)	rxn01200
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Triosephosphate isomerase (EC 5.3.1.1)	rxn00747
Carbohydrates	CO2 fixation	Carboxysome	Carbonic anhydrase (EC 4.2.1.1)	rxn00102
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08971
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08975
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08976
Carbohydrates	CO2 fixation	Carboxysome	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Carboxysome	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	rxn01280
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	rxn01281
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-oxoglutarate/malate translocator	rxn05207
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-oxoglutarate/malate translocator	rxn05493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-oxoglutarate/malate translocator	rxn05605
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn06600
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Catalase (EC 1.11.1.6)	rxn00006
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn01241
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn06493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	rxn12822
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn00187
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03406
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03407
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03409
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycerate kinase (EC 2.7.1.31)	rxn01102
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine cleavage system H protein	rxn06493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine cleavage system H protein	rxn06600
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06377
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn06493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06377
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	rxn06493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06377
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	rxn06493
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	rxn08655
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	rxn08656
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	rxn08657
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	rxn08655
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	rxn08656
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	rxn08657
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	rxn00333
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	rxn08655
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	rxn08656
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	rxn08657
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate oxidase (EC 1.1.3.15)	rxn00333
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glycolate permease	rxn05470
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glyoxylate carboligase (EC 4.1.1.47)	rxn00010
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Hydroxypyruvate reductase (EC 1.1.1.81)	rxn00324
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Hydroxypyruvate reductase (EC 1.1.1.81)	rxn00512
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Hydroxypyruvate reductase (EC 1.1.1.81)	rxn01011
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Hydroxypyruvate reductase (EC 1.1.1.81)	rxn01013
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00272
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)	rxn00422
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Malate synthase (EC 2.3.3.9)	rxn00330
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Malate synthase G (EC 2.3.3.9)	rxn00330
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Malyl-CoA lyase (EC 4.1.3.24)	rxn00331
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Phosphoglycolate phosphatase (EC 3.1.3.18)	rxn00980
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Ribulose bisphosphate carboxylase (EC 4.1.1.39)	rxn00018
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	rxn00018
